institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-35,Institut Agama Islam Negeri Madura (IAIN Madura),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-madura-iain-madura,,10743,245,"{""website"": ""www.iainmadura.ac.id"", ""email"": ""info@iainmadura.ac.id"", ""phone"": ""+623246123433""}","Awal mula berdirinya Institut Agama Islam Negeri (IAIN) Madura berasal dari Fakultas Tarbiyah IAIN Sunan Ampel. Fakultas Tarbiyah IAIN Sunan Ampel memisahkan diri dari IAIN Sunan Ampel pada tahun 1966 dan berubah menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) Pamekasan di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Pamekasan mengalami alih status menjadi IAIN Madura untuk memenuhi kebutuhan akan pesatnya pertumbuhan mahasiswa serta perkembangan ilmu pengetahuan dan teknologi. Saat ini, IAIN Madura menyediakan empat fakultas yaitu Fakultas Tarbiyah, Fakultas Syariah, Fakultas Ekonomi dan Bisnis Islam, serta Fakultas Ushuluddin dan Dakwah. Selain itu, terdapat program Pascasarjana dan program Pendidikan Profesi.",{}
quipper-36,Institut Teknologi dan Sains Mandala,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-dan-sains-mandala,Rp2.700.000-Rp6.000.000 per semester,1772,44,"{""website"": ""www.itsm.ac.id"", ""email"": ""itsmandala@itsm.ac.id"", ""phone"": ""0331-321304""}","Institut Teknologi dan Sains (ITS) Mandala adalah bentuk tranformasi dari Sekolah Tinggi Ilmu Ekonomi Mandala yang diresmikan sejak Juli 2022. Seiring dengan peralihan bentuk menjadi institut, ITS Mandala berupaya meningkatkan pengembangan dalam proses pembelajaran berbasis teknologi informasi melalui akses global dan e-learning, penyeimbangan hard skill dan soft skill mahasiswa melalui proses pembelajaran yang berorientasi pada students centered learning, penyediaan sarana dan prasarana lengkap, serta peningkatan kemampuan entrepreneur bagi mahasiswa.",{}
quipper-37,Universitas Pramita Indonesia,Universitas Swasta,https://campus.quipper.com/directory/universitas-pramita-indonesia,Rp395.000 per bulan,1500,80,"{""website"": ""www.unpri.ac.id"", ""email"": ""marketingunpri@gmail.com"", ""phone"": ""081381862747""}","Universitas Pramita Indonesia (UNPRI) adalah perguruan tinggi inovatif yang banyak menjalin kemitraan dengan industri dan pemerintah. UNPRI menjawab kebutuhan generasi muda yang memerlukan pendidikan perguruan tinggi dalam mempersiapkan diri menjadi sumber daya manusia yang terdidik, unggul, dan link and match (penggalian kompetensi yang dibutuhkan pasar kerja ke depan) dengan Dunia Usaha, Dunia Industri, dan Dunia Kerja (DUDIKA) di Kabupaten Tangerang dan Provinsi Banten di lingkungan yang inklusif serta kolaboratif.",{}
quipper-38,Universitas Nahdlatul Ulama Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-nahdlatul-ulama-surabaya,Rp5.000.000 - Rp31.000.000 per semester,6078,237,"{""website"": ""www.unusa.ac.id"", ""email"": ""info@unusa.ac.id"", ""phone"": ""+62318479070""}","Universitas Nahdlatul Ulama Surabaya (UNUSA) merupakan perguruan tinggi yang didirikan oleh Yayasan Rumah Sakit Islam Surabaya (YARSIS) pada tahun 2013. Saat ini, UNUSA terdiri atas lima fakultas yang menyediakan beberapa jenjang pendidikan di antaranya diploma, sarjana, magister, dan profesi. Yuk, simak profil berikut untuk mengetahui lebih banyak informasi terkait kampus ini!",{}
quipper-39,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komputer-poltek-cirebon,Rp6.000.000 per semester,342,43,"{""website"": ""www.stikompoltek.ac.id"", ""email"": ""informasi@stikompoltek.ac.id"", ""phone"": ""0231-486005, 081111112636""}","Sekolah Tinggi Ilmu Komputer Poltek Cirebon (STIKOM Poltek Cirebon) merupakan salah satu perguruan tinggi yang bergerak di bidang Teknologi Informasi (TI) dan terletak di wilayah Cirebon, tepatnya dalam koordinasi kopertis wilayah IV. STIKOM Poltek Cirebon memiliki visi dan misi dalam mewujudkan Sekolah Tinggi sebagai pusat pendidikan unggulan berbasis Information & Communication Technology (ICT) di tingkat nasional pada tahun 2025. Kampus ini berfokus untuk mencetak tenaga profesional yang mandiri dan mampu menerapkan keilmuan ICT di dunia kerja, melaksanakan penelitian berkualitas sesuai kebutuhan dan budaya masyarakat lokal dan nasional, melaksanakan pengabdian masyarakat yang berbasis pada pengembangan ilmu dan teknologi untuk peningkatan kesejahteraan masyarakat, serta menjalin kerjasama yang baik dengan lembaga pemerintah ataupun swasta di dalam maupun luar negeri.",{}
quipper-40,Universitas Muhammadiyah Malang,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-malang,Rp5.300.000 per semester,7500,812,"{""website"": ""umm.ac.id"", ""email"": ""humas@umm.ac.id"", ""phone"": ""0341-464318""}","Universitas Muhammadiyah Malang (UMM) merupakan perguruan tinggi swasta  yang didirikan tahun 1964 dan berada di bawah naungan Persyarikatan Muhammadiyah. Saat ini, UMM memiliki 62 program studi dalam beberapa jenjang pendidikan (vokasi, sarjana, magister, doktor, dan profesi).",{}
quipper-41,STKIP Widya Yuwana,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-widya-yuwana,Rp5.000.000 kisaran per semester,229,17,"{""website"": ""www.widyayuwana.ac.id"", ""email"": ""pmbwidyayuwana@gmail.com"", ""phone"": ""0351-463208""}","Tahukah Quipperian, STKIP Widya Yuwana sempat menjadi bagian dari Universitas Katolik Widya Mandala yang berpusat di Surabaya? Cikal bakal sekolah tinggi ini adalah Akademi Lembaga Misionaris Awam yang di tahun 1960 bergabung menjadi jurusan di Fakultas Pendidikan Universitas Katolik Widya Mandala. Barulah sejak tahun 1985, resmi berdiri sendiri sebagai STKIP Widya Yuwana.",{}
quipper-42,Sekolah Tinggi Ilmu Kesehatan Kepanjen,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-kepanjen,Rp3.950.000-Rp11.500.000 per semester,598,31,"{""website"": ""www.stikeskepanjen-pemkabmalang.ac.id"", ""email"": ""stikeskpj@stikeskepanjen-pemkabmalang.ac.id"", ""phone"": ""0341-397644""}","Awal berdirinya Sekolah Tinggi Ilmu Kesehatan Kepanjen dimulai dari pengembangan Sekolah Perawat Kesehatan (SPK) Kepanjen. SPK Kepanjen berdiri pada 1 Oktober 1985 yang diawali dari kelas Ekstensi SPK Depkes Celaket Malang, ketika itu berada di bawah pembinaan Rumah Sakit Umum Kanjuruhan Kepanjen. Seiring bertambahnya kebutuhan tenaga kesehatan yang menuntut peningkatan jenjang pendidikan bagi tenaga profesi keperawatan, kemudian status SPK Kepanjen berubah menjadi Akademi Keperawatan Kabupaten Malang pada tahun 1998. Barulah di tahun 2009, kampus ini resmi berubah bentuk menjadi Sekolah Tinggi Ilmu Kesehatan Kepanjen.",{}
quipper-43,Institut Ilmu Sosial dan Manajemen STIAMI,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-sosial-dan-manajemen-stiami,,7919,308,"{""website"": ""www.stiami.ac.id"", ""email"": ""corporatesecretary@stiami.ac.id"", ""phone"": ""(021) 4213380""}","Institut Ilmu Sosial dan Manajemen STIAMI didirikan pada tahun 1983 dengan nama Sekolah Tinggi Ilmu Administrasi Mandala Indonesia (STIAMI). Pada awal berdiri, kampus ini memiliki dua program studi yakni S1 Administrasi Fiskal dan S1 Administrasi Niaga. Kemudian pada tahun 2015, STIAMI resmi berubah nama menjadi Institut Ilmu Sosial dan Manajemen STIAMI (Institut STIAMI). Saat ini, Institut STIAMI menyediakan 3 jenjang pendidikan yaitu diploma, sarjana, dan pascasarjana dengan berbagai macam bidang keilmuan.",{}
quipper-44,Politeknik Astra,Politeknik Swasta,https://campus.quipper.com/directory/politeknik-astra,Rp10.000.000 per semester,750,72,"{""website"": ""www.polytechnic.astra.ac.id"", ""email"": ""sekretariat@polman.astra.ac.id"", ""phone"": ""081384296901, 0216519555 / 821""}","Politeknik Astra berdiri pada tahun 1995 dan berada di bawah naungan yayasan milik PT Astra International Tbk. Awalnya perguruan tinggi ini bernama Akademi Teknik Federal, lalu pada tahun 2001 berganti nama menjadi Politeknik Manufaktur Astra (Polman Astra). Barulah kemudian pada tahun 2021 diubah lagi menjadi Politeknik Astra. Saat ini, Politeknik Astra memiliki 6 program studi yaitu D3 Teknik Pembuatan Peralatan Perkakas Produksi (P4), D3 Teknik Produksi dan Proses Manufaktur (TPPM), D3 Manajemen Informatika (MI), D3 Mesin Otomotif (MO), D3 Mekatronika (MK), dan D3 Teknologi Konstruksi Bangunan Gedung (TKBG).",{}
quipper-45,Sekolah Tinggi Ilmu Ekonomi Mahardhika,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-mahardhika,"Rp3.600.000-Rp6.500.000 (kisaran uang gedung, belum termasuk SPP per bulan)",8060,172,"{""website"": ""www.stiemahardhika.com"", ""email"": ""institusi.stiem@stiemahardhika.ac.id"", ""phone"": ""031-8550077, 8550099""}","Hai Quipperian, apakah kalian memiliki cita-cita menjadi seorang manajer, akuntan, atau jenjang karier lainnya di bidang bisnis dan keuangan? Kampus yang berlokasi di Surabaya ini bisa kamu jadikan pilihan yang tepat untuk menimba ilmu, lho! Perguruan tinggi yang memiliki fokus pada bidang ilmu ekonomi dan penerapan teknologi informasi ini akan menunjang cita-cita dan karier Quipperian di masa depan. Ingin tahu lebih lanjut tentang STIE Mahardhika? Yuk, simak profil lengkapnya!",{}
quipper-46,Institut Seni Budaya Indonesia Tanah Papua,Institut Negeri,https://campus.quipper.com/directory/institut-seni-budaya-indonesia-tanah-papua,Rp500.000 - Rp650.000 per semester,547,25,"{""website"": ""www.isbi-tanahpapua.ac.id"", ""email"": ""tanahpapua.isbi@gmail.com"", ""phone"": ""082248901511""}","Institut Seni Budaya Indonesia (ISBI) Tanah Papua adalah perguruan tinggi negeri seni yang berdiri pada tahun 2014 dan berada di bawah Kementerian Pendidikan dan Kebudayaan. Pendirian kampus ini merupakan salah satu bentuk kepedulian pemerintah dalam mengembangkan potensi bidang seni dan budaya yang sangat beragam, khususnya di wilayah Papua. Saat ini, ISBI Tanah Papua memiliki 5 program studi jenjang sarjana (S1), yakni Seni Tari, Seni Musik, Seni Rupa Murni, Desain Komunikasi Visual, dan Kriya Seni. ISBI Tanah Papua juga berencana menambah program studi Etnomusikologi, Seni Teater, Tradisi Lisan, Kajian Budaya, serta Warisan Budaya dalam beberapa tahun ke depan sebagai upaya pengembangan institusi.",{}
quipper-47,Universitas Katolik Indonesia Atma Jaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-katolik-indonesia-atma-jaya,Rp5.000.000-Rp15.000.000 per semester (Tergantung Program Studi),9484,454,"{""website"": ""www.atmajaya.ac.id"", ""email"": ""corcomm@atmajaya.ac.id"", ""phone"": ""081298988960""}","Universitas Katolik Indonesia Atma Jaya Unika Atma Jaya merupakan salah satu Perguruan Tinggi Swasta terbaik se-Indonesia. Unika Atma Jaya mendapatkan akreditasi A dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Salah satu prestasi yang telah diraih yaitu masuk dalam daftar 50 Promising Indonesian Universities dari Direktorat Jenderal Pendidikan Tinggi (Ditjen Dikti). Selain itu, Unika Atma Jaya merupakan salah satu dari 17 Perguruan Tinggi Indonesia Terbaik Peringkat Asia versi Quacquarelli Symonds (QS) Asia University Rankings 2018. Pada tahun 2020, kampus ini juga meraih bintang lima untuk kategori Online Learning Pemeringkatan yang dilakukan oleh lembaga peringkat dunia berbasis di London, Quacquarelli Symonds (QS) Stars. Kini, Unika Atma Jaya memiliki 3 lokasi yaitu Kampus 1 Semanggi, Kampus 2 Pluit dan Kampus 3 BSD.",{}
quipper-48,Institut Agama Kristen Negeri Kupang,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-kupang,Rp900.000-Rp10.000.000 per semester,4648,90,"{""website"": ""www.iaknkupang.ac.id"", ""email"": ""staknkupang@kemenag.go.id"", ""phone"": ""0380-824911""}","Institut Agama Kristen Negeri (IAKN) Kupang merupakan perguruan tinggi yang bernaung di lingkungan Kementerian Agama dan menyelenggarakan pendidikan di bidang ilmu pengetahuan agama Kristen. Dulunya, kampus ini bernama Sekolah Tinggi Agama Kristen Kupang dan dikelola oleh Lembaga Pendiri Sekolah Tinggi Agama Kristen Kupang. Berdasarkan Peraturan Presiden RI Nomor 69 Tahun 2011 tentang Pendirian Sekolah Tinggi Agama Kristen Negeri Kupang, Nusa Tenggara Timur, Sekolah Tinggi Agama Kristen Kupang diubah statusnya menjadi Sekolah Tinggi Agama Kristen Negeri (STAKN) Kupang. Setelah beroperasi selama 9 tahun sebagai sekolah tinggi negeri, akhirnya STAKN Kupang resmi beralih bentuk menjadi IAKN Kupang di tahun 2020.",{}
quipper-49,Universitas Islam Indonesia (UII),Universitas Swasta,https://campus.quipper.com/directory/universitas-islam-indonesia,Rp10.000.000 – Rp15.000.000 per semester (tergantung Program Studi),21264,717,"{""website"": ""www.uii.ac.id | pmb.uii.ac.id"", ""email"": ""info@uii.ac.id"", ""phone"": ""0274-898444""}","Universitas Islam Indonesia (UII) merupakan salah satu kampus swasta yang berlokasi di Yogyakarta yang berdiri pada 8 Juli 1945, satu bulan sebelum proklamasi Republik Indonesia. Pengalaman panjang tersebut, menjadikan UII sebagai pionir pendidikan tinggi di Indonesia yang berlandaskan pada nilai kebangsaan dan keislaman.",{}
quipper-50,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-bani-saleh,,653,41,"{""website"": ""stikesbanisaleh.ac.id"", ""email"": ""info@stikesbanisaleh.ac.id"", ""phone"": ""021-88345064""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Bani Saleh berdiri pada tanggal 4 Agustus 2007 di bawah naungan Yayasan Bani Saleh. Kampus ini telah menjalin kerjasama dengan berbagai kampus baik di dalam dan luar negeri, rumah sakit, rumah bersalin, rumah sakit kekhususan, klinik, dan Bidan Praktek Mandiri (BPM). Tingginya penyerapan lulusan STIKes Bani Saleh sebagai tenaga kesehatan profesional membuat kampus ini layak dijadikan rujukan untuk meneruskan studi. Berbekal motto “Islami, Profesional, dan Unggul”, STIKes Bani Saleh menjadi pilihan tepat untuk Quipperian yang ingin menjadi tenaga profesional di bidang kesehatan dengan lingkungan yang penuh nilai-nilai Islami.",{}
quipper-51,Sekolah Tinggi Teologi Injili Indonesia Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teologi-injili-indonesia-surabaya,Rp1.200.000-Rp7.250.000 per semester,178,29,"{""website"": ""www.sttii-surabaya.ac.id"", ""email"": ""admin@sttii-surabaya.ac.id"", ""phone"": ""031-8410772, 081331162803""}","Sekolah Tinggi Teologi Injili Indonesia (STTII) Surabaya didirikan oleh Dr. Chris Marantika sebagai founder pertama dari STTII dan Dr. Juhari Iswanto sebagai presiden pertama STTII. Kampus ini merupakan cabang dari kampus STTII Yogyakarta. Saat ini, STTII Surabaya menyediakan pendidikan untuk jenjang sarjana, magister, dan doktor dengan pilihan program studi Teologi dan Pendidikan Agama Kristen. Khusus program sarjana, kampus ini menyediakan asrama dan membuka dua jenis kelas perkuliahan yaitu kelas reguler dan kelas malam.",{}
quipper-52,STIKes Mitra Keluarga,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-mitra-keluarga,,837,33,"{""website"": ""stikesmitrakeluarga.ac.id"", ""email"": ""pmb@stikesmitrakeluarga.ac.id"", ""phone"": ""021-88345797, 021-88345997, 021-88351995""}","Untuk memenuhi kebutuhan tenaga kesehatan di Grup RS Mitra Keluarga, Yayasan Pendidikan Mitra Keluarga mulai mendirikan lembaga pendidikan tinggi dalam bidang kesehatan yaitu Akademi Keperawatan Mitra Keluarga (AKMK) di tahun 1993. Lalu di tahun 2014, AKMK resmi berubah bentuk menjadi Sekolah Tinggi Ilmu Kesehatan Mitra Keluarga. STIKes Mitra Keluarga terus berkembang dengan menambahkan beberapa program studi baru seperti S1 Farmasi di tahun 2016 dan S1 Keperawatan serta Profesi Ners di tahun 2017. Di tahun 2020, kampus ini akhirnya berhasil memperoleh status akreditasi ""Baik Sekali"" dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT).",{}
quipper-53,Institut Agama Islam Negeri Kediri (IAIN Kediri),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-kediri-iain-kediri,Rp0 - Rp3.000.000 per semester,14970,307,"{""website"": ""www.iainkediri.ac.id"", ""email"": ""info@iainkediri.ac.id"", ""phone"": ""+0354689282""}","Cikal bakal berdirinya Institut Agama Islam Negeri (IAIN) Kediri adalah Fakultas Ushuluddin IAIN Sunan Ampel. Fakultas Ushuluddin melepaskan diri dari IAIN Sunan Ampel dan menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) Kediri di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Kediri secara resmi bertransformasi menjadi IAIN Kediri dengan tujuan untuk memperluas rumpun Ilmu Agama Islam dan memenuhi tuntutan perkembangan masyarakat. Saat ini, IAIN Kediri memiliki empat fakultas yaitu Fakultas Ushuluddin dan Dakwah, Fakultas Tarbiyah, Fakultas Syariah, serta Fakultas Ekonomi dan Bisnis Islam.",{}
quipper-54,Sekolah Tinggi Manajemen dan Ilmu Komputer PPKIA Pradnya Paramita (STIMATA),Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-dan-ilmu-komputer-ppkia-pradnya-paramita-stimata,Rp250.000 per bulan,340,25,"{""website"": ""www.stimata.ac.id"", ""email"": ""seket@stimata.ac.id"", ""phone"": ""0341-412699""}","Sejarah Sekolah Tinggi Manajemen dan Ilmu Komputer PPKIA Pradnya Paramita (STIMATA) diawali dari Akademi Manajemen Informatika dan Komputer (AMIK) Pusat Pendidikan Komputer Indonesia Amerika (PPKIA) Malang yang telah berdiri sejak tahun 1996. Pada saat itu, AMIK PPKIA Malang hanya menyelenggarakan Program D3 Manajemen Informatika.",{}
quipper-55,Universitas Djuanda,Universitas Swasta,https://campus.quipper.com/directory/universitas-djuanda,Rp4.000.000 semester,6507,241,"{""website"": ""www.unida.ac.id"", ""email"": ""humas@unida.ac.id, pmb@unida.ac.id"", ""phone"": ""0251-8240773, 0251-8240985""}","Universitas Djuanda adalah salah satu perguruan tinggi swasta di Bogor yang didirikan pada tanggal 21 Maret 1987 di bawah naungan Yayasan Pusat Studi dan Pengembangan Islam Amaliyah Indonesia. Nama Djuanda diabadikan menjadi nama perguruan tinggi ini sebagai bentuk penghormatan kepada pahlawan kemerdekaan nasional berdarah sunda, Ir. H. Djoeanda Kartawidjaja yang banyak berkiprah di bidang pemerintahan di Republik Indonesia.",{}
quipper-56,Sekolah Tinggi Pariwisata (STP) Trisakti,Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-trisakti,Rp15.500.000 - Rp16.700.000 per semester,2400,73,"{""website"": ""www.stptrisakti.ac.id"", ""email"": ""pmb@stptrisakti.ac.id"", ""phone"": ""(021) 7377 738-41""}","Sekolah Tinggi Pariwisata (STP) Trisakti didirikan tanggal 2 Juni 1969 dengan nama Akademi Perhotelan & Kepariwisataan Trisakti. Kampus ini baru berganti nama menjadi STP Trisakti pada tahun 1999. FYI, STP Trisakti merupakan perguruan tinggi swasta pertama yang menyelenggarakan program diploma IV setara sarjana dengan gelar Sarjana Terapan Pariwisata (S.Tr.Par).",{}
