quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
34,Institut Agama Islam Negeri Metro (IAIN Metro),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-metro-iain-metro,Rp1.800.000 - Rp3.400.000 per semester,6524,265,"{""website"": ""www.metrouniv.ac.id"", ""email"": ""iainmetro@metrouniv.ac.id"", ""phone"": ""0725-47297, 41507""}","Cikal bakal berdirinya Institut Agama Islam Negeri (IAIN) Metro tidak terlepas dari sejarah berdirinya IAIN Raden Intan di Bandar Lampung pada tahun 1996. Awalnya, IAIN Metro adalah sebuah fakultas yang merupakan bagian dari IAIN Raden Intan, tetapi berdasarkan surat keputusan presiden nomor 11 tahun 1997 ditetapkan bahwa fakultas di luar induk berubah menjadi Sekolah Tinggi Agama Islam Negeri (STAIN). Dengan begitu, terbentuklah STAIN Jurai Siwo Metro yang merupakan cikal bakal IAIN Metro. Seiring berjalannya waktu, di tahun 2016, STAIN Jurai Siwo Metro berubah status menjadi IAIN Metro. Saat ini, IAIN Metro menyediakan empat fakultas yaitu Fakultas Tarbiyah dan Ilmu Keguruan, Fakultas Ushuluddin Adab dan Dakwah, Fakultas Ekonomi dan Bisnis Islam, serta Fakultas Syariah.",{}
35,Sekolah Tinggi Ilmu Ekonomi Mahardhika,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-mahardhika,"Rp3.600.000-Rp6.500.000 (kisaran uang gedung, belum termasuk SPP per bulan)",8060,172,"{""website"": ""www.stiemahardhika.com"", ""email"": ""institusi.stiem@stiemahardhika.ac.id"", ""phone"": ""031-8550077, 8550099""}","Hai Quipperian, apakah kalian memiliki cita-cita menjadi seorang manajer, akuntan, atau jenjang karier lainnya di bidang bisnis dan keuangan? Kampus yang berlokasi di Surabaya ini bisa kamu jadikan pilihan yang tepat untuk menimba ilmu, lho! Perguruan tinggi yang memiliki fokus pada bidang ilmu ekonomi dan penerapan teknologi informasi ini akan menunjang cita-cita dan karier Quipperian di masa depan. Ingin tahu lebih lanjut tentang STIE Mahardhika? Yuk, simak profil lengkapnya!",{}
36,Universitas Gajayana,Universitas Swasta,https://campus.quipper.com/directory/universitas-gajayana,Rp3.000.000-Rp4.000.000 per semester,2255,118,"{""website"": ""www.unigamalang.ac.id"", ""email"": ""uniga@unigamalang.ac.id"", ""phone"": ""0341-562411""}","Universitas Gajayana dibangun pada tanggal 20 Mei 1980 di bawah naungan Yayasan Pendidikan Gajayana Malang (YPG). Selama kurun waktu lebih dari 20 tahun sejak berdiri sebagai institusi pedidikan tinggi, Universitas Gajayana sudah meluluskan lebih dari 11.000 alumni program sarjana dan pascasarjana.",{}
37,Institut Teknologi dan Bisnis Ahmad Dahlan,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-dan-bisnis-ahmad-dahlan,,,,"{""website"": ""www.itb-ad.ac.id"", ""email"": ""info@itb-ad.ac.id"", ""phone"": ""085891195646""}","ITB Ahmad Dahlan (ITB-AD) merupakan perguruan tinggi yang menekankan pada karakter socio-technopreneur, yaitu karakter yang memiliki jiwa penolong, memiliki kompetensi dalam bidang teknikal digital dan riset, serta mampu mengembangkan jiwa entrepreneurship. Sebagai perguruan tinggi milik persyarikatan Muhammadiyah, ITB-AD juga ingin berkontribusi dan memberikan solusi terhadap masa depan kegiatan bisnis digital berbasis industri kreatif.",{}
38,Institut Agama Kristen Negeri Tarutung,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-tarutung,Rp1.000.000-Rp6.000.000 per semester,4054,150,"{""website"": ""www.iakntarutung.ac.id"", ""email"": ""mail@iakntarutung.ac.id"", ""phone"": ""0633-21423, 0633-322060""}","Cikal bakal kampus ini adalah Sekolah Pendidikan Guru Agama Atas Kristen/Protestan (PGAKP) yang berdiri sekitar tahun 1968 di Sigompulon, Tarutung dan diprakarsai oleh sekelompok umat Kristiani yang bekerja sama dengan pemerintah setempat. Sekitar tahun 1970, pengelolaan Sekolah PGAKP diserahkan kepada pemerintah dan statusnya berubah dari swasta menjadi negeri. Berselang beberapa tahun kemudian tepatnya di tahun 1999, kampus ini mengalami perubahan bentuk menjadi Sekolah Tinggi Agama Kristen Protestan Negeri (STAKPN) Tarutung.",{}
39,Politeknik Manufaktur Bandung,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-manufaktur-bandung,Rp500.000 - Rp9.000.000 per semester,1205,94,"{""website"": ""www.polman-bandung.ac.id"", ""email"": ""infopmb@polman-bandung.ac.id"", ""phone"": ""022-2500241""}","Politeknik Manufaktur Bandung atau yang dikenal dengan nama Polman Bandung merupakan salah satu perguruan tinggi negeri vokasi dan politeknik negeri pertama di Indonesia. Saat awal berdiri, politeknik ini bernama Politeknik Mekanik Swiss (PMS-ITB). Pendirian PMS-ITB di tahun 1976 merupakan salah satu hasil perjanjian kerja sama antara Pemerintah Republik Indonesia dengan Pemerintah Konfederasi Swiss. Program studi yang pertama kali dibuka di kampus ini adalah Teknik Pembuatan Perkakas Presisi, Teknik Pemeliharaan Mesin, dan Teknik Gambar.",{}
40,Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Institut Negeri,https://campus.quipper.com/directory/institut-agama-hindu-negeri-tampung-penyang-palangka-raya,,907,107,"{""website"": ""https://iahntp.ac.id/"", ""email"": ""info@iahntp.ac.id"", ""phone"": ""(0536) 3229942, 3327942""}","Berdirinya Institut Agama Hindu Negeri (IAHN) Tampung Penyang Palangka Raya tidak dapat dipisahkan dari keberadaan Sekolah Pendidikan Guru Agama Hindu (PGAH) Kaharingan Parentas yang telah ada sejak tahun 1983 untuk memenuhi kebutuhan guru tingkat Sekolah Dasar (SD). Kemudian untuk mengatasi kekosongan guru agama Hindu di jenjang pendidikan yang lebih tinggi, pada tahun 1987 didirikan pula Sekolah Tinggi Agama Hindu Kaharingan (STAHK) Tampung Penyang Palangka Raya. Selanjutnya pada tahun 2001, STAHK Tampung Penyang beralih status menjadi Sekolah Tinggi Agama Hindu Negeri (STAHN) Tampung Penyang Palangka Raya. Guna memperluas rumpun Ilmu Agama Hindu dan memenuhi tuntutan perkembangan masyarakat, pada tahun 2018 STAHN berubah menjadi IAHN Tampung Penyang Palangka Raya hingga saat ini.",{}
41,Sekolah Tinggi Pariwisata Bogor,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-bogor,Rp9.250.000-Rp10.750.000 per semester,395,35,"{""website"": ""www.stpbogor.ac.id"", ""email"": ""marketing@stpbogor.ac.id\u200b"", ""phone"": ""0251-7534343""}","Sekolah Tinggi Pariwisata Bogor (STP Bogor) merupakan sekolah pariwisata pertama di Bogor yang didirikan pada tanggal 11 November 1999. Sebelumnya, kampus ini dikenal sebagai Bogor Hotel Institute (BHI).",{}
42,Universitas Negeri Manado,Universitas Negeri,https://campus.quipper.com/directory/universitas-negeri-manado,Rp500.000-Rp10.000.000 per semester,17000,300,"{""website"": ""www.unima.ac.id"", ""email"": ""info@unima.ac.id"", ""phone"": ""0432-1321845""}","Universitas Negeri Manado adalah salah satu perguruan tinggi favorit di wilayah Sulawesi Utara. Kampus yang biasa disebut dengan UNIMA ini pertama kali didirikan pada tahun 1955 sebagai Perguruan Tinggi Pendidikan Guru, lalu mengalami perubahan bentuk menjadi Institut Keguruan dan Ilmu Pendidikan (IKIP) Negeri Manado di tahun 1965 dan resmi bertransformasi menjadi Universitas Negeri Manado di tahun 2000. Makanya, nggak heran kalau kampus ini terkenal dengan jurusan-jurusan di bidang pendidikan. FYI, UNIMA memiliki lebih dari 30 program studi kependidikan jenjang sarjana dan pascasarjana lho. Bukan hanya ilmu pendidikan saja, kampus ini juga menyediakan program studi di bidang lainnya seperti teknik, hukum, ekonomi dan bisnis, psikologi, kesehatan, bahasa dan seni, serta kesehatan masyarakat.",{}
43,Universitas Agung Podomoro,Universitas Swasta,https://campus.quipper.com/directory/universitas-podomoro,Rp9.500.000 - Rp18.500.000 per semester,965,61,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",Universitas Agung Podomoro didirikan pada tahun 2014 oleh Yayasan Pendidikan Agung Podomoro. Universitas yang meraih akreditasi Baik Sekali ini punya delapan program studi berbasis pengetahuan umum serta memberikan pengalaman kerja langsung di industri.,{}
44,Politeknik Negeri Fakfak (Polinef),Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-fakfak-polinef,,1553,49,"{""website"": ""www.polinef.ac.id"", ""email"": ""info@polinef.id"", ""phone"": ""(0956)24886""}","Politeknik Negeri Fakfak (Polinef) berdiri pada tahun 2012 di Kabupaten Fakfak. Pada awal pendirian, Polinef hanya menyediakan tiga program studi pada jenjang vokasi yaitu Teknik Perawatan dan Perbaikan Mesin, Teknik Sipil, dan Manajemen Informatika. Saat ini, Polinef menyediakan enam program studi pada jenjang vokasi.",{}
45,Universitas Indonesia Maju,Universitas Swasta,https://campus.quipper.com/directory/universitas-indonesia-maju,Rp6.000.000 per semester,2971,175,"{""website"": ""www.uima.ac.id"", ""email"": ""uima@uima.ac.id"", ""phone"": ""021-78894043""}","Universitas Indonesia Maju adalah perguruan tinggi swasta yang terbentuk dari penggabungan sekolah tinggi yang berada di bawah naungan Yayasan Indonesia Maju, yakni Sekolah Tinggi Ilmu Kesehatan Indonesia Maju (STIKIM) dan Sekolah Tinggi Ilmu Komunikasi Indonesia Maju (STIKOM-IMA). Sejak penyelenggaraan pendidikan dalam bentuk universitas disetujui oleh Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi pada tanggal 17 Januari 2022, kedua sekolah tinggi tersebut berubah menjadi Fakultas Kesehatan dan Fakultas Ilmu Komunikasi di Universitas Indonesia Maju.",{}
46,Sekolah Tinggi Perpajakan Indonesia,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-perpajakan-indonesia,Rp3.000.000 - Rp7.500.000 per semester,864,25,"{""website"": ""www.stpi-pajak.ac.id"", ""email"": ""info@stpi-pajak.ac.id"", ""phone"": ""(021) 8513390 / (021) 85908938""}","Sekolah Tinggi Perpajakan Indonesia (STPI) merupakan satu-satunya sekolah tinggi perpajakan di Indonesia yang didirikan dan diasuh oleh para pejabat Direktorat Jenderal Pajak (DJP), pejabat Departemen Keuangan, dan para konsultan pajak ternama. Saat ini, STPI menyediakan satu program studi yaitu D4 Perpajakan yang telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Nantinya para lulusan akan mendapatkan gelar Sarjana Terapan Pajak (STr.Pa.).",{}
47,Universitas Yatsi Madani,Universitas Swasta,https://campus.quipper.com/directory/universitas-yatsi-madani,Rp5.000.000 per semester,1200,75,"{""website"": ""www.uym.ac.id"", ""email"": ""admin@uym.ac.id"", ""phone"": ""0812-8528-6889""}","Sejak tahun 2006, yayasan dan pengelola STIKes Yatsi Tangerang tergerak untuk mengelola pendidikan di bidang kesehatan yang kompeten namun dengan biaya yang terjangkau. Perkembangan kampus pun berjalan dengan baik hingga pada tahun 2016, STIKes Yatsi mendirikan gedung baru yang dapat menampung sampai 2500 mahasiswa.",{}
48,Universitas Wijaya Kusuma Purwokerto,Universitas Swasta,https://campus.quipper.com/directory/universitas-wijaya-kusuma-purwokerto,Rp3.000.000 per semester,5854,116,"{""website"": ""https://unwiku.ac.id/"", ""email"": ""info@unwiku.ac.id"", ""phone"": ""0281-6439889""}","Universitas Wijayakusuma Purwokerto atau dikenal dengan sebutan Unwiku merupakan salah satu Perguruan Tinggi Swasta favorit yang ada di Kota Purwokerto. Unwiku dibangun oleh Yayasan Wijayakusuma pada tahun 1980 yang mempunyai visi untuk menjadikan Unwiku sebagai enterpreneur university yang menghasilkan lulusan yang kompetitif dan mandiri serta berjiwa Pancasila. Oleh karena itu, bagi Quipperian yang ingin menjadi pengusaha selepas kuliah nanti, Unwiku bisa menjadi pilihan yang tepat.",{}
49,Sekolah Tinggi Ilmu Administrasi & Manajemen Kepelabuhan (STIAMAK) Barunawati Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-administrasi-manajemen-kepelabuhan-stiamak-barunawati-surabaya,Rp700.000 - Rp850.000 per bulan,548,15,"{""website"": ""www.stiamak.ac.id"", ""email"": ""info@stiamak.ac.id"", ""phone"": ""(+62)31- 3291096""}","Sekolah Tinggi Ilmu Administrasi & Manajemen Kepelabuhan (STIAMAK) Barunawati Surabaya diberikan izin untuk beroperasi pada tahun 2004 dengan membuka beberapa program studi yakni D3 Administrasi Niaga, D3 Ketatalaksanaan Pelayaran Niaga dan Kepelabuhan, serta S1 Administrasi Niaga. Namun saat ini, STIAMAK Barunawati Surabaya hanya menyediakan satu program studi yaitu S1 Ilmu Administrasi Bisnis dan telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT).",{}
50,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan (STIEBP) Jakarta,Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-bhakti-pembangunan-jakarta,Rp1.485.000 - Rp3.960.000 per semester,1150,44,"{""website"": ""www.stiebp.ac.id"", ""email"": null, ""phone"": ""0217362445""}","Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan (STIEBP) telah berdiri sejak tahun 1988 dan meraih akreditasi B dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Saat ini, STIEBP menyediakan 5 program studi yang seluruhnya juga telah terakreditasi B oleh BAN-PT. Adapun 5 program studi tersebut terbagi menjadi 3 jenjang pendidikan yaitu 2 program sarjana (S1), 1 program magister (S2), dan 2 program diploma (D3).",{}
51,Institut Ilmu Al-Qur'an (IIQ) Jakarta,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-al-qur-an-iiq-jakarta,Rp3.200.000 per semester,2641,79,"{""website"": ""www.iiq.ac.id"", ""email"": ""iiq@iiq.ac.id"", ""phone"": ""+622174705154""}","Institut Ilmu Al-Qur’an (IIQ) Jakarta berdiri pada tanggal 12 Rabiul Awwal 1397 H/ 1 April 1977 M dibawah naungan Yayasan Affan (saat ini dinaungi Yayasan Institut Ilmu Al-Qur’an (YIIQ)). Pada mulanya, Institut Ilmu Al-Qur’an (IIQ) Jakarta hanya membuka program magister khusus wanita, tetapi saat ini IIQ telah menyediakan program sarjana (khusus wanita), magister, dan doktor.",{}
52,Universitas Kristen Petra,Universitas Swasta,https://campus.quipper.com/directory/universitas-kristen-petra,Rp6.000.000 - Rp22.000.000 per semester,7260,348,"{""website"": ""www.petra.ac.id"", ""email"": ""info@petra.ac.id"", ""phone"": ""031-8439040""}","Quipperian, Universitas Kristen Petra (UK Petra) merupakan salah satu kampus swasta terbaik di Indonesia dan telah mendapatkan akreditasi dari Badan Akreditasi Nasional (BAN PT) dengan nilai A. Kampus yang bertempat di Kota Surabaya ini memiliki delapan fakultas yang terdiri dari berbagai bidang keilmuan, mulai dari teknik, ekonomi, keguruan, hingga bidang seni. Tentunya ini akan memberi banyak pilihan bagi Quipperian yang ingin melanjutkan pendidikannya di universitas ini.",{}
53,Institut Pendidikan dan Bahasa Invada (IPB Cirebon),Institut Swasta,https://campus.quipper.com/directory/institut-pendidikan-dan-bahasa-invada-ipb-cirebon,Rp3.000.000-Rp4.000.000 per semester,1548,43,"{""website"": ""www.ipbcirebon.ac.id"", ""email"": ""ipbcirebon.invada@gmail.com"", ""phone"": ""083824408999, 089644481187""}","Institut Pendidikan dan Bahasa Invada (IPB Cirebon) resmi didirikan pada tanggal 7 Desember 2021 di bawah Yayasan Invada sebagai bentuk gabungan dari Sekolah Tinggi Ilmu Bahasa Asing dan Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada. Perubahan status menjadi institut diharapkan dapat meningkatkan mutu dan kualitas pendidikan. Hal ini diwujudkan melalui visi dan misi IPB Cirebon yakni menyelenggarakan program pendidikan, penelitian dan pengabdian kepada masyarakat yang mendukung pengembangan dan penerapan bahasa, teknologi, dan ilmu pengetahuan, meningkatkan kualitas proses pembelajaran dan suasana akademik yang kondusif, serta meningkatkan kerjasama dengan pihak lain baik di dalam dan luar negeri secara multidisipliner.",{}
54,Institut Ilmu Kesehatan STRADA Indonesia,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-kesehatan-strada-indonesia,Rp3.000.000-Rp9.000.000 per semester,1341,116,"{""website"": ""https://iik-strada.ac.id/"", ""email"": ""official@iik-strada.ac.id"", ""phone"": ""08113500876""}","Kampus yang awalnya bernama STIkes Surya Mitra Husada ini mengalami perubahan bentuk menjadi Institut Ilmu Kesehatan (IIK) STRADA Indonesia di tahun 2019. IIK STRADA Indonesia berusaha mempersiapkan mahasiswa agar menjadi lulusan yang handal dan profesional di dunia kerja dengan menerapkan 4G: Good Competence, Good English, Good Personality and Mentality, Good Placement and Preparation.",{}
55,Sekolah Tinggi Ilmu Kesehatan Pertamedika,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-pertamina-bina-medika,Rp6.000.000 per semester,1005,48,"{""website"": ""www.stikes-pertamedika.ac.id"", ""email"": ""support@stikes-pertamedika.ac.id"", ""phone"": ""021-7234122, 7207184""}","Para pimpinan Pertamina adalah inisiator dibalik pendirian Sekolah Tinggi Ilmu Kesehatan Pertamina Bina Medika (STIKes Pertamedika). Para mahasiswa ditempa agar memiliki jiwa Pancasila, siap kerja dan mahir menerapkan ilmu pengetahuan di bidang kesehatan. STIKes Pertamedika aktif melakukan serangkaian kegiatan di bidang kesehatan, seperti penelitian ilmiah, memperluas jangkauan pelayanan kesehatan, dan pengiriman tenaga kesehatan profesional di berbagai lokasi yang membutuhkan bantuan.",{}
56,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta (STIEMJ),Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-muhammadiyah-jakarta,Rp4.260.000 - Rp7.500.000 per semester,796,37,"{""website"": ""www.stiemj.ac.id"", ""email"": ""info@stiemj.ac.id"", ""phone"": ""(021) 8354683""}","Cikal bakal Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta (STIEMJ) adalah Akademi Akuntansi Muhammadiyah (AAM) Jakarta. Pada tahun 1996, barulah akademi tersebut dikembangkan menjadi sekolah tinggi. Saat ini, STIEMJ sudah memiliki 4 (empat) program studi yaitu D3 Akuntansi, S1 Akuntansi, S1 Manajemen, dan Magister Manajemen.",{}
57,STIKES Yayasan RS Dr. Soetomo,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-yayasan-rs-dr-soetomo,Rp5.500.000-Rp6.500.000 per semester,429,24,"{""website"": ""www.stikes-yrsds.ac.id"", ""email"": ""humas@stikes-yrsds.ac.id"", ""phone"": ""031-59181757""}","Sekolah Tinggi Ilmu Kesehatan Yayasan RSUD Dr. Soetomo (STIKES Yayasan RS Dr. Soetomo) Surabaya adalah perguruan tinggi swasta yang berada di bawah naungan Yayasan RSUD Dr. Soetomo Surabaya. Pada awal didirikan, kampus ini bernama Akademi Perekam Medis dan Informatika Kesehatan (APIKES) PENA HUSADA SURABAYA. Seiring berkembangnya waktu, APIKES berubah menjadi STIKES dan saat ini memiliki dua jenjang pendidikan yaitu program diploma dan sarjana.",{}
