faculty,prodi,quipper_institution_code
Fakultas Ilmu Keperawatan dan Kesehatan,Gizi,68
Fakultas Ilmu Keperawatan dan Kesehatan,Kesehatan Masyarakat,68
Fakultas Bahasa dan Budaya Asing,Pendidikan Bahasa Inggris,68
Fakultas Bahasa dan Budaya Asing,Sastra Inggris,68
Fakultas Teknik,Teknik Elektro,68
Fakultas Teknik,Teknik Mesin,68
Fakultas Kedokteran Umum,Pendidikan Dokter,68
Teknologi dan Manajemen Kesehatan,Teknologi Laboratorium Medis,69
Teknologi dan Manajemen Kesehatan,Rekam Medis dan Informasi Kesehatan,69
Teknologi dan Manajemen Kesehatan,Administrasi Rumah Sakit,69
Teknologi dan Manajemen Kesehatan,Kesehatan Masyarakat,69
Kedokteran Gigi,Teknik Gigi,69
Kedokteran Gigi,Kedokteran Gigi,69
Farmasi,Farmasi,69
Farmasi,Analisis Farmasi dan Makanan,69
Kesehatan,Kebidanan,69
Kesehatan,Fisioterapi,69
Kesehatan,Pengobatan Tradisional Tiongkok,69
Kesehatan,Keperawatan,69
Kesehatan,Psikologi,69
Kesehatan,Gizi,69
Fakultas Teknik Militer,Teknik Informatika,72
Fakultas Teknik Militer,Teknik Elektro,72
Fakultas Teknik Militer,Teknik Mesin,72
Fakultas Teknik Militer,Konstruksi,72
Fakultas Keamanan Nasional,Lainnya,72
Fakultas Matematika dan Ilmu Pengetahuan Alam Militer,Matematika,72
Fakultas Matematika dan Ilmu Pengetahuan Alam Militer,Fisika,72
Fakultas Matematika dan Ilmu Pengetahuan Alam Militer,Kimia,72
Fakultas Matematika dan Ilmu Pengetahuan Alam Militer,Biologi,72
Fakultas Kedokteran Militer,Pendidikan Dokter,72
Fakultas Farmasi Militer,Farmasi,72
Fakultas Strategi Pertahanan,Lainnya,72
Fakultas Manajemen Pertahanan,Ilmu Ekonomi,72
Fakultas Manajemen Pertahanan,Manajemen,72
Fakultas Teknologi Pertahanan,Ilmu Teknik,72
Fakultas Teknologi Pertahanan,Teknik Industri,72
Diploma,Manajemen Pemasaran,73
Sarjana,Manajemen,73
Program Magister Terapan,Pemanfaatan Sumberdaya Perikanan,74
Program Sarjana Terapan,Penyuluhan Perikanan,74
Program Sarjana Terapan,Permesinan Perikanan,74
Program Sarjana Terapan,Teknologi Akuakultur,74
Program Sarjana Terapan,Teknologi Penangkapan Ikan,74
Program Sarjana Terapan,Teknologi Pengelolaan Sumberdaya Perairan,74
Program Sarjana Terapan,Teknologi Pengolahan Hasil Perikanan,74
Kesehatan,Farmasi,75
Kesehatan,Gizi,75
Kesehatan,Pendidikan Dokter Gigi,75
Kesehatan,Kesehatan Lingkungan,75
Kesehatan,Ilmu Teknik,75
Fakultas Psikologi dan Ilmu Sosial Budaya,Pendidikan Bahasa Inggris,76
Fakultas Psikologi dan Ilmu Sosial Budaya,Ilmu Komunikasi,76
Fakultas Psikologi dan Ilmu Sosial Budaya,Hubungan Internasional,76
Fakultas Psikologi dan Ilmu Sosial Budaya,Psikologi,76
Fakultas Teknik Sipil dan Perencanaan,Arsitektur,76
Fakultas Teknik Sipil dan Perencanaan,Teknik Sipil,76
Fakultas Teknik Sipil dan Perencanaan,Teknik Lingkungan,76
Fakultas Kedokteran,Pendidikan Dokter,76
Fakultas Ilmu Agama Islam,Ilmu Hukum,76
Fakultas Ilmu Agama Islam,Ilmu Agama Islam,76
Fakultas Ilmu Agama Islam,Ilmu Ekonomi,76
Fakultas Ilmu Agama Islam,Ekonomi Syariah,76
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,76
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,76
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,76
Fakultas Hukum,Ilmu Hukum,76
Fakultas Teknologi Industri,Teknik Industri,76
Fakultas Teknologi Industri,Teknik Kimia,76
Fakultas Teknologi Industri,Teknik Elektro,76
Fakultas Teknologi Industri,Teknik Mesin,76
Fakultas Teknologi Industri,Teknik Informatika,76
Fakultas Bisnis dan Ekonomika,Ilmu Ekonomi,76
Fakultas Bisnis dan Ekonomika,Akuntansi,76
Fakultas Bisnis dan Ekonomika,Manajemen,76
Fakultas Bisnis dan Ekonomika,Ekonomi Pembangunan,76
Magister,Teologi,77
Sarjana,Teologi,77
Sarjana,Pendidikan Agama Kristen,77
Doktor,Teologi,77
Ilmu Komunikasi,Ilmu Komunikasi,78
Ekonomi dan Bisnis,Manajemen,78
Ekonomi dan Bisnis,Akuntansi,78
Ekonomi dan Bisnis,Ekonomi Pembangunan,78
Sastra,Sastra Jepang,78
Sastra,Sastra Inggris,78
Hukum,Ilmu Hukum,78
Ilmu Kesehatan,Kebidanan,78
Ilmu Kesehatan,Teknologi Bank Darah,78
Ilmu Administrasi,Ilmu Administrasi Negara,78
Ilmu Administrasi,Ilmu Administrasi Niaga,78
Ilmu Administrasi,Ilmu Administrasi,78
Ilmu Administrasi,Kesekretariatan,78
Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa dan Sastra Indonesia,78
Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,78
Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,78
Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,78
Pertanian,Agrobisnis Perikanan,78
Pertanian,Pemanfaatan Sumberdaya Perikanan,78
Pertanian,Teknologi Pangan,78
Pertanian,Budidaya Perairan,78
Teknik,Teknik Informatika,78
Teknik,Teknik Sipil,78
Teknik,Teknik Geomatika,78
Program Sarjana,Agen Intelijen,79
Program Sarjana,Teknologi Intelijen,79
Program Sarjana,Cyber Intelijen,79
Program Sarjana,Ekonomi Intelijen,79
Program Pascasarjana,Intelijen Medik,79
Program Pascasarjana,Kajian Intelijen,79
Program Pascasarjana,Teknologi dan Cyber,79
Program Pascasarjana,Intelijen Ekonomi,79
Program Pascasarjana,Analisis Strategi Intelijen,79
Profesi,Ners,81
Profesi,Bidan,81
Sarjana,Fisioterapi,81
Sarjana,Informatika,81
Sarjana,Farmasi Klinis dan Komunitas,81
Sarjana,Kebidanan,81
Diploma,Keperawatan,81
Diploma,Akupunktur,81
Diploma,Farmasi,81
Diploma,Rekam Medis dan Informasi Kesehatan,81
Bisnis dan Manajemen,Sastra Inggris,84
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,85
Fakultas Ekonomi dan Bisnis,Akuntansi,85
Fakultas Ekonomi dan Bisnis,Manajemen,85
Fakultas Teknik,Teknik Mesin,85
Fakultas Teknik,Teknik Informatika,85
Fakultas Teknik,Teknik Industri,85
Fakultas Bahasa dan Sastra,Sastra Inggris,85
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi Negara,85
Fakultas Hukum,Ilmu Hukum,85
Fakultas Pertanian,Agribisnis,85
Fakultas Psikologi,Psikologi,85
Pascasarjana,Manajemen,85
Pascasarjana,Ilmu Administrasi Publik,85
Pascasarjana,Ilmu Hukum,85
Administrasi Bisnis,Administrasi Bisnis,86
Sarjana,Akuntansi,88
Sarjana,Manajemen,88
Magister,Manajemen,88
Teknik Transportasi dan Logistik,Teknik Dirgantara,91
Teknik Transportasi dan Logistik,Teknik Kelautan,91
Teknik Transportasi dan Logistik,Rekayasa Infrastruktur dan Lingkungan,91
Pascasarjana,Manajemen,91
Pascasarjana,Manajemen Transportasi,91
Vokasi,Manajemen Transportasi Udara,91
Vokasi,Manajemen Transportasi Laut,91
Vokasi,Manajemen Logistik dan Material,91
Sistem Transportasi dan Logistik,Logistik,91
Sistem Transportasi dan Logistik,Transportasi,91
Manajemen dan Bisnis,Manajemen,91
Fakultas Teknobiologi,Bioteknologi,92
Fakultas Industri Kreatif,Desain Fashion & Produk Lifestyle,92
Fakultas Industri Kreatif,Desain & Manajemen Produk,92
Fakultas Industri Kreatif,Desain Interaksi,92
Fakultas Psikologi,Psikologi,92
Fakultas Psikologi,Psikologi Profesi,92
Fakultas Kedokteran,Kedokteran,92
Fakultas Hukum,Hukum,92
Fakultas Hukum,Kenotariatan,92
Fakultas Teknik,Teknik Industri,92
Fakultas Teknik,Teknik Elektro,92
Fakultas Teknik,P. K. Teknik Manufaktur,92
Fakultas Teknik,Teknik Informatika,92
Fakultas Teknik,Teknik Kimia,92
Fakultas Teknik,IF – P. K. Sistem Informasi Bisnis,92
Fakultas Teknik,IF – P. K. Multimedia,92
Fakultas Farmasi,Farmasi,92
Fakultas Farmasi,Apoteker,92
Fakultas Bisnis dan Ekonomi,Manajemen,92
Fakultas Bisnis dan Ekonomi,Akuntansi,92
Fakultas Bisnis dan Ekonomi,Perbankan dan Jasa,92
Fakultas Bisnis dan Ekonomi,Keuangan Bisnis Internasional,92
Fakultas Bisnis dan Ekonomi,Creative Digital Marketing,92
Fakultas Bisnis dan Ekonomi,Digital Business Innovation,92
Fakultas Bisnis dan Ekonomi,Finance Investment and Financial Intermediaries,92
Fakultas Bisnis dan Ekonomi,Entrepreneurship and Human Resource,92
Fakultas Bisnis dan Ekonomi,Empowerment Business Networking,92
Fakultas Bisnis dan Ekonomi,Hospitality and Tourism,92
Fakultas Bisnis dan Ekonomi,Entrepreneurial Marketing,92
Fakultas Bisnis dan Ekonomi,Akuntansi Perpajakan,92
Fakultas Bisnis dan Ekonomi,Akuntansi Keuangan dan Pasar Modal,92
Fakultas Bisnis dan Ekonomi,Akuntansi Sosial dan Lingkungan,92
Fakultas Bisnis dan Ekonomi,Akuntansi Manajemen dalam Ekonomi Digital,92
Fakultas Bisnis dan Ekonomi,International Business Networking/IBN,92
Fakultas Bisnis dan Ekonomi,Professional Accounting/PA,92
Politeknik UBAYA D3,Business Administration,92
Politeknik UBAYA D3,Computerized Accounting,92
Politeknik UBAYA D3,Digital Business & Marketing,92
Politeknik UBAYA D3,Digital Business & Marketing (Professional),92
Politeknik UBAYA D3,Digital Business Accounting,92
Politeknik UBAYA D3,Digital Office Administration,92
Politeknik UBAYA D3,Digital Taxation,92
Politeknik UBAYA D3,English for Business & PR,92
Politeknik UBAYA D3,Professional Digital Taxation,92
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,93
Fakultas Ilmu Sosial dan Ilmu Politik,Kriminologi,93
Fakultas Teknik,Arsitektur,93
Fakultas Teknik,Teknik Elektro,93
Fakultas Komunikasi dan Desain Kreatif,Ilmu Komunikasi,93
Fakultas Komunikasi dan Desain Kreatif,Desain Komunikasi Visual,93
Fakultas Ekonomi dan Bisnis,Manajemen,93
Fakultas Ekonomi dan Bisnis,Akuntansi,93
Fakultas Ekonomi dan Bisnis,Sekretari,93
Fakultas Ekonomi dan Bisnis,Manajemen Bencana,93
Fakultas Teknologi Informasi,Ilmu Komputer,93
Fakultas Teknologi Informasi,Sistem Informasi,93
Fakultas Teknologi Informasi,Sistem Komputer,93
Fakultas Teknologi Informasi,Teknik Informatika,93
Fakultas Teknologi Informasi,Manajemen Informatika,93
Fakultas Teknologi Informasi,Komputerisasi Akuntansi,93
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Biologi,94
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,94
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,94
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa dan Sastra Indonesia,94
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Pendidikan Anak Usia Dini,94
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,94
Fakultas Keguruan dan Ilmu Pendidikan,Desain Komunikasi Visual,94
Fakultas Ilmu Kesehatan,Keperawatan,94
Fakultas Ilmu Kesehatan,Teknologi Laboratorium Medis,94
Fakultas Ilmu Kesehatan,Kebidanan,94
Fakultas Ilmu Kesehatan,Fisioterapi,94
Fakultas Ilmu Kesehatan,Farmasi,94
Fakultas Ekonomi dan Bisnis,Akuntansi,94
Fakultas Ekonomi dan Bisnis,Manajemen,94
Fakultas Psikologi,Psikologi,94
Fakultas Teknik,Teknik Elektro,94
Fakultas Teknik,Teknik Industri,94
Fakultas Teknik,Teknik Mesin,94
Fakultas Teknik,Teknik Sipil,94
Fakultas Teknik,Teknik Arsitektur,94
Fakultas Teknik,Teknik Perkapalan,94
Fakultas Teknik,Teknik Informatika,94
Fakultas Hukum,Ilmu Hukum,94
Fakultas Agama Islam,Pendidikan Agama Islam,94
Fakultas Agama Islam,Hukum Keluarga Islam,94
Fakultas Agama Islam,Studi Agama-Agama,94
Fakultas Agama Islam,Perbankan Syariah,94
Pascasarjana,Pendidikan Islam,94
Pascasarjana,Pendidikan Bahasa dan Sastra Indonesia,94
Pascasarjana,Hukum Ekonomi Syariah,94
Fakultas Kedokteran,Pendidikan Dokter,94
Teknik Penerbangan,Teknik Bangunan dan Landasan,96
Teknik Penerbangan,Teknik Mekanikal Bandar Udara,96
Teknik Penerbangan,Teknik Listrik Bandara,96
Teknik Penerbangan,Teknik Navigasi Udara,96
Teknik Penerbangan,Teknik Pesawat Udara,96
Manajemen Penerbangan,Operasi Bandar Udara (B),96
Penerbang,Penerbang,96
Keselamatan Penerbangan,Penerangan Aeronautika,96
Keselamatan Penerbangan,Pertolongan Kecelakaan Pesawat,96
Keselamatan Penerbangan,Lalu Lintas Udara,96
Fakultas Teknologi Pertanian,Teknologi Hasil Pertanian,97
Fakultas Hukum,Ilmu Hukum,97
Fakultas Psikologi,Psikologi,97
Fakultas Teknik,Perencanaan Wilayah dan Kota,97
Fakultas Teknik,Teknik Elektro,97
Fakultas Teknik,Teknik Sipil,97
Fakultas Ekonomi,Akuntansi,97
Fakultas Ekonomi,Manajemen,97
Fakultas Teknologi Informasi dan Komunikasi,Teknik Informatika,97
Fakultas Teknologi Informasi dan Komunikasi,Ilmu Komunikasi,97
Fakultas Teknologi Informasi dan Komunikasi,Sistem Informasi,97
Fakultas Teknologi Informasi dan Komunikasi,Pariwisata,97
Kimia Analisis,Kimia,98
Kimia Analisis,Ilmu dan Teknologi Pangan,98
Fakultas Sains dan Teknologi,Teknik Informatika,100
Fakultas Sains dan Teknologi,Sistem Informasi,100
Fakultas Sains dan Teknologi,Teknik Industri,100
Fakultas Sains dan Teknologi,Desain Komunikasi Visual,100
Fakultas Sains dan Teknologi,Farmasi,100
Fakultas Bahasa dan Seni,Pendidikan Bahasa Mandarin,100
Fakultas Bahasa dan Seni,Sastra Inggris,100
Fakultas Ekonomi dan Bisnis,Manajemen,100
Fakultas Ekonomi dan Bisnis,Akuntansi,100
Kedokteran,Pendidikan Dokter,101
Hukum,Hukum,101
Pertanian dan Peternakan,Agroteknologi/Agronomi,101
Pertanian dan Peternakan,Agribisnis,101
Pertanian dan Peternakan,Teknologi Pangan,101
Pertanian dan Peternakan,Kehutanan,101
Pertanian dan Peternakan,Peternakan,101
Pertanian dan Peternakan,Akuakultur,101
Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,101
Keguruan dan Ilmu Pendidikan,Pendidikan Biologi,101
Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,101
Keguruan dan Ilmu Pendidikan,Pendidikan Pancasila dan Kewarganegaraan,101
Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,101
Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,101
Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,101
Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,101
Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,101
Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,101
Ilmu Sosial dan Ilmu Politik,Sosiologi,101
Ekonomi dan Bisnis,Manajemen,101
Ekonomi dan Bisnis,Akuntansi,101
Ekonomi dan Bisnis,Ekonomi Pembangunan,101
Ekonomi dan Bisnis,Keuangan dan Perbankan,101
Agama Islam,Pendidikan Agama Islam,101
Agama Islam,Hukum Keluarga Islam- Ahwal Syakhshiyyah,101
Agama Islam,Ekonomi Syariah,101
Agama Islam,Pendidikan Bahasa Arab,101
Teknik,Teknik Mesin,101
Teknik,Teknik Sipil,101
Teknik,Teknik Industri,101
Teknik,Informatika,101
Teknik,Teknik Elektro/Teknologi Elektronika,101
Psikologi,Psikologi,101
llmu Kesehatan,Ilmu Keperawatan,101
llmu Kesehatan,Farmasi,101
llmu Kesehatan,Fisioterapi,101
Fakultas Hukum,Ilmu Hukum,102
Fakultas Ekonomi,Manajemen,102
Fakultas Ekonomi,Akuntansi,102
Program Pascasarjana,Manajemen,102
Fakultas Teknologi Kedirgantaraan,Teknik Aeronautika,102
Fakultas Teknologi Kedirgantaraan,Teknik Penerbangan,102
Fakultas Teknologi Industri,Sistem Informasi,102
Fakultas Teknologi Industri,Manajemen Informatika,102
Fakultas Teknologi Industri,Teknik Industri,102
Fakultas Teknologi Industri,Teknik Elektro,102
Fakultas Ekonomi dan Bisnis,Manajemen,103
Fakultas Ekonomi dan Bisnis,Akuntansi,103
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,103
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,103
Fakultas Teknik,Manajemen,103
Fakultas Teknik,Teknik Informatika,103
Fakultas Teknik,Teknik Lingkungan,103
Fakultas Teknik,Sistem Informasi,103
Sarjana,Pendidikan Bahasa & Sastra Indonesia,104
Sarjana,Pendidikan Matematika,104
Sarjana,Pendidikan Guru Sekolah Dasar,104
Sarjana,Pendidikan Guru Pendidikan Anak Usia Dini,104
Sarjana,Pendidikan Bahasa & Sastra Inggris,104
Program Diploma,Teknik Pembuatan Peralatan Perkakas Produksi,109
Program Diploma,Teknik Produksi dan Proses Manufaktur,109
Program Diploma,Manajemen Informatika,109
Program Diploma,Mesin Otomotif,109
Program Diploma,Mekatronika Teknologi Konstruksi Bangunan Gedung,109
Ekonomi dan Bisnis,Ilmu Ekonomi,110
Ekonomi dan Bisnis,Akuntansi,110
Ekonomi dan Bisnis,Perbankan,110
Ekonomi dan Bisnis,Manajemen,110
Diploma,Keperawatan,112
Diploma,Rekam Medis dan Informasi Kesehatan,112
Diploma,Farmasi,112
Sarjana,Keperawatan,112
Profesi,Ners,112
Ekonomi,Manajemen,113
Ekonomi,Akuntansi,113
Agama Islam,Pendidikan Agama Islam,113
Agama Islam,Ekonomi Syariah,113
Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,113
Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintah,113
Ilmu Sosial dan Ilmu Politik,Perhotelan,113
Keguruan dan Ilmu Pendidikan,Pendidikan Biologi,113
Keguruan dan Ilmu Pendidikan,Matematika,113
Keguruan dan Ilmu Pendidikan,Bahasa Indonesia,113
Keguruan dan Ilmu Pendidikan,Bahasa Inggris,113
Keguruan dan Ilmu Pendidikan,Olahraga,113
Keguruan dan Ilmu Pendidikan,Pendidikan Guru Pendidikan Anak Usia Dini (PGPAUD),113
Pertanian,Agroteknologi,113
Pertanian,Agribisnis,113
Pertanian,Teknologi Industri Pertanian,113
Ilmu Kesehatan,Keperawatan,113
Ilmu Kesehatan,Ners Keperawatan,113
Teknik,Teknik Mesin,113
Teknik,Teknik Sipil,113
Teknik,Teknik Elektro,113
Teknik,Teknik Informatika,113
Teknik,Manajemen Informatika,113
Hukum,Ilmu Hukum,113
Psikologi,Psikologi,113
Pascasarjana,Manajemen,113
Fakultas Ekonomi dan Bisnis,Akuntansi,114
Fakultas Ekonomi dan Bisnis,Manajemen,114
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,114
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,114
Fakultas Teknik,Teknik Industri,114
Fakultas Teknik,Teknik Mesin,114
Fakultas Teknik,Teknik Sipil,114
Fakultas Teknik,Teknik Arsitekur,114
Fakultas Teknik,Teknik Elektro,114
Fakultas Teknik,Teknik Informatika,114
Fakultas Ilmu Budaya,Sastra Jepang,114
Fakultas Ilmu Budaya,Sastra Inggris,114
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),114
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Niaga (Bisnis),114
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,114
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi Publik,114
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,114
Fakultas Hukum,Ilmu Hukum,114
Fakultas Psikologi,Psikologi,114
Fakultas Psikologi,Magister Psikologi,114
Fakultas Psikologi,Psikologi Profesi,114
Fakultas Vokasi,Teknologi Manufaktur,114
Fakultas Vokasi,Teknologi Listrik,114
Fakultas Vokasi,Agroindustri,114
Fakultas Ushuluddin,Ilmu al-Qur'an dan Tafsir,115
Pascasarjana,Ekonomi Syariah,115
Pascasarjana,Ilmu Al-Qur'an dan Tafsir,115
Pascasarjana,Manajemen Pendidikan Islam,115
Fakultas Tarbiyah,Pendidikan Agama Islam,115
Fakultas Tarbiyah,Pendidikan Islam Anak Usia Dini,115
Fakultas Syariah,Al-Ahwal al-Syakhsiyyah,115
Fakultas Syariah,Ekonomi Syariah,115
Fakultas Dakwah,Komunikasi dan Penyiaran Islam,115
Fakultas Dakwah,Manajemen Dakwah,115
Program Vokasi,Perpajakan,116
Program Vokasi,Administrasi Bisnis,116
Program Vokasi,Akuntansi Bisnis,116
Fakultas Ilmu Sosial dan Manajemen,Manajemen Komunikasi,116
Fakultas Ilmu Sosial dan Manajemen,Hospitality dan Pariwisata,116
Fakultas Ilmu Sosial dan Manajemen,Manajemen Logistik,116
Fakultas Ilmu Administrasi,Administrasi Publik,116
Fakultas Ilmu Administrasi,Administrasi Bisnis,116
Program Pascasarjana,Ilmu Administrasi,116
Ilmu Sosial dan Ilmu Politik,Administrasi Publik,117
Teknik,Teknik Elektromedis,117
Teknik,Teknik Sipil,117
Teknik,Teknik Industri,117
Pertanian,Agroteknologi,117
Pertanian,Agribisnis,117
Ilmu Kesehatan,Kebidanan,117
Ilmu Kesehatan,Keperawatan,117
Ilmu Kesehatan,Teknologi Laboratorium Medis,117
Ilmu Kesehatan,Farmasi,117
Ilmu Kesehatan,Kesehatan Masyarakat,117
Ekonomi dan Bisnis,Akuntansi Sektor Publik,117
Ekonomi dan Bisnis,Ekonomi Pembangunan,117
Ekonomi dan Bisnis,Manajemen,117
Hukum,Hukum,117
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,118
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,118
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,118
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Ilmu Pengetahuan Sosial (IPS),118
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa dan Sastra Indonesia,118
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,118
Fakultas Ekonomi,Akuntansi,118
Fakultas Pertanian,Agroteknologi,118
Fakultas Pertanian,Agribisnis,118
Fakultas Teknologi Informasi,Teknik Informatika,118
Fakultas Teknologi Informasi,Sistem Informasi,118
Fakultas Ilmu Kesehatan,Ilmu Keperawatan,118
Sarjana,Pendidikan Teologi,119
Sarjana,Pendidikan Bahasa Indonesia,120
Sarjana,Pendidikan Bahasa Inggris,120
Sarjana,Pendidikan Fisika,120
Sarjana,Pendidikan Guru Sekolah Dasar,120
Sarjana,Pendidikan Matematika,120
Informatika,Manajemen Informatika,121
Informatika,Teknik Informatika,121
Informatika,Sistem Informasi,121
Informatika,Rekayasa Perangkat Lunak,121
Bisnis,Akuntansi,121
Bisnis,Manajemen Administrasi,121
Bisnis,Sekretari,121
Bisnis,Manajemen,121
Program Sarjana,Sistem Informasi,122
Program Sarjana,Sistem Komputer,122
Program Pascasarjana,Teknologi Informasi,122
Program Diploma,Manajemen Informatika,122
Fakultas Pertanian,Peternakan,123
Fakultas Pertanian,Agribisnis,123
Fakultas Pertanian,Teknologi Industri Pertanian,123
Fakultas Pertanian,Agroteknologi,123
Fakultas Pertanian,Arsitektur Lanskap,123
Fakultas Ekonomi,Akuntansi,123
Fakultas Ekonomi,Manajemen,123
Fakultas Teknik,Teknik Sipil,123
Fakultas Teknik,Teknik Kimia,123
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Publik,123
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,123
Fakultas Ilmu Kesehatan,Keperawatan,123
Fakultas Ilmu Kesehatan,Kebidanan,123
Pascasarjana,Ekonomi Pertanian,123
Pascasarjana,Administrasi Publik,123
Fakultas Ilmu Pendidikan,Pendidikan Biologi,123
Fakultas Ilmu Pendidikan,Pendidikan Matematika,123
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,123
Perhotelan,Pengelolaan Perhotelan,125
Pariwisata,Pariwisata,125
Pariwisata,Usaha Perjalanan Wisata,125
Pascasarjana,Pariwisata,125
Kesehatan Lingkungan,Kesehatan Lingkungan,126
Kebidanan,Kebidanan,126
Teknik Radiodiagnostik dan Radioterapi,Radiologi,126
Gizi,Gizi,126
Keperawatan,Ilmu Keperawatan,126
Rekam Medis dan Informasi Kesehatan,Rekam Medis,126
Kesehatan Gigi,Ilmu Keperawatan,126
Kesehatan Gigi,Pendidikan Dokter Gigi,126
Analis Kesehatan,Analis Kesehatan,126
Fakultas Ilmu Pangan Halal,Teknologi Pangan dan Gizi,127
Fakultas Ilmu Pangan Halal,Teknologi Industri Pertanian,127
Fakultas Pertanian,Akuakultur,127
Fakultas Pertanian,Peternakan,127
Fakultas Pertanian,Agribisnis,127
