quipper_institution_code,email,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
126,info@uhnsugriwa.ac.id,Universitas Hindu Negeri I Gusti Bagus Sugriwa,Universitas Negeri,https://campus.quipper.com/directory/universitas-hindu-negeri-i-gusti-bagus-sugriwa,Rp500.000 - Rp1.400.000 per semester,1575,237,"{""website"": ""www.uhnsugriwa.ac.id"", ""email"": ""info@uhnsugriwa.ac.id"", ""phone"": ""0361-226656, 0361-232980, 0366-93788""}","Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar (UHN Sugriwa) merupakan Universitas Hindu Negeri pertama di Indonesia. Awal pendirian kampus ini adalah di tahun 1959 di bawah nama institusi Pendidikan Guru Agama Hindu Atas. Upaya peningkatan institusi terus dilakukan dengan melakukan transformasi bentuk perguruan tinggi dari tahun ke tahun, dimulai dari Pendidikan Guru Agama Hindu Negeri di tahun 1968, Akademi Pendidikan Guru Agama Hindu Negeri di tahun 1993, Sekolah Tinggi Agama Hindu Negeri Denpasar di tahun 1999, Institut Hindu Dharma Negeri Denpasar di tahun 2004, sampai akhirnya resmi berkembang menjadi Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar pada tahun 2020.",{}
127,stftws@gmail.com,Sekolah Tinggi Filsafat Teologi Widya Sasana,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-filsafat-teologi-widya-sasana,,463,20,"{""website"": ""www.stfwidyasasana.ac.id"", ""email"": ""stftws@gmail.com"", ""phone"": ""0341552120""}","Sekolah Tinggi Filsafat Teologi (STFT) Widya Sasana berdiri pada tahun 1971 karena penyatuan Seminari Tinggi CM Kediri dan Seminari Tinggi Ordo Karmel Batu. Saat ini, STFT Widya Sasana menyediakan tiga jenjang pendidikan yaitu S1 Filsafat Keilahian, S2 Filsafat, dan S3 Teologi. Semua program studi tersebut telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Jika Quipperian memiliki minat terhadap ilmu filsafat, kalian dapat melanjutkan studi ke kampus ini!",{}
128,marketingunpri@gmail.com,Universitas Pramita Indonesia,Universitas Swasta,https://campus.quipper.com/directory/universitas-pramita-indonesia,Rp395.000 per bulan,1500,80,"{""website"": ""www.unpri.ac.id"", ""email"": ""marketingunpri@gmail.com"", ""phone"": ""081381862747""}","Universitas Pramita Indonesia (UNPRI) adalah perguruan tinggi inovatif yang banyak menjalin kemitraan dengan industri dan pemerintah. UNPRI menjawab kebutuhan generasi muda yang memerlukan pendidikan perguruan tinggi dalam mempersiapkan diri menjadi sumber daya manusia yang terdidik, unggul, dan link and match (penggalian kompetensi yang dibutuhkan pasar kerja ke depan) dengan Dunia Usaha, Dunia Industri, dan Dunia Kerja (DUDIKA) di Kabupaten Tangerang dan Provinsi Banten di lingkungan yang inklusif serta kolaboratif.",{}
129,official@iik-strada.ac.id,Institut Ilmu Kesehatan STRADA Indonesia,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-kesehatan-strada-indonesia,Rp3.000.000-Rp9.000.000 per semester,1341,116,"{""website"": ""https://iik-strada.ac.id/"", ""email"": ""official@iik-strada.ac.id"", ""phone"": ""08113500876""}","Kampus yang awalnya bernama STIkes Surya Mitra Husada ini mengalami perubahan bentuk menjadi Institut Ilmu Kesehatan (IIK) STRADA Indonesia di tahun 2019. IIK STRADA Indonesia berusaha mempersiapkan mahasiswa agar menjadi lulusan yang handal dan profesional di dunia kerja dengan menerapkan 4G: Good Competence, Good English, Good Personality and Mentality, Good Placement and Preparation.",{}
130,humas@politeknikaup.ac.id,Politeknik Ahli Usaha Perikanan,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-ahli-usaha-perikanan,Gratis,1797,105,"{""website"": ""www.politeknikaup.ac.id"", ""email"": ""humas@politeknikaup.ac.id"", ""phone"": ""081283063054, 081284483454""}","Politeknik Ahli Usaha Perikanan (Politeknik AUP) merupakan Perguruan Tinggi Kedinasan (PTK) di bawah naungan Kementerian Kelautan dan Perikanan. Seperti namanya, Politeknik AUP berorientasi pada bidang perikanan darat dan laut. Program studi yang disediakan antara lain Penyuluhan Perikanan, Permesinan Perikanan, Teknologi Akuakultur, Teknologi Penangkapan Ikan, dan Teknologi Pengelolaan Sumberdaya Perairan. Jika Quipperian sangat tertarik di bidang maritim atau perikanan, kampus ini dapat menjadi pilihan yang tepat bagi kalian!",{}
131,mail@iakntarutung.ac.id,Institut Agama Kristen Negeri Tarutung,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-tarutung,Rp1.000.000-Rp6.000.000 per semester,4054,150,"{""website"": ""www.iakntarutung.ac.id"", ""email"": ""mail@iakntarutung.ac.id"", ""phone"": ""0633-21423, 0633-322060""}","Cikal bakal kampus ini adalah Sekolah Pendidikan Guru Agama Atas Kristen/Protestan (PGAKP) yang berdiri sekitar tahun 1968 di Sigompulon, Tarutung dan diprakarsai oleh sekelompok umat Kristiani yang bekerja sama dengan pemerintah setempat. Sekitar tahun 1970, pengelolaan Sekolah PGAKP diserahkan kepada pemerintah dan statusnya berubah dari swasta menjadi negeri. Berselang beberapa tahun kemudian tepatnya di tahun 1999, kampus ini mengalami perubahan bentuk menjadi Sekolah Tinggi Agama Kristen Protestan Negeri (STAKPN) Tarutung.",{}
132,info@machung.ac.id,Universitas Ma Chung,Universitas Swasta,https://campus.quipper.com/directory/universitas-ma-chung,Rp7.650.000-Rp12.000.000 per semester,1706,83,"{""website"": ""www.machung.ac.id"", ""email"": ""info@machung.ac.id"", ""phone"": ""0341-550171""}","Ide pendirian Universitas Ma Chung dicetuskan pada saat pelaksanaan Reuni Akbar peringatan hari ulang tahun ke-55 sekolah Ma Chung pada September 2001 di kota Xiamen, China, yang dilandasi oleh warisan semangat Ma Chung: rukun, bersatu, mengabdi kepada masyarakat, serta mewujudkan dedikasi kepada dunia pendidikan Indonesia. Berselang hampir enam tahun kemudian tepatnya 7 Juli 2007, Universitas Ma Chung resmi beroperasi sebagai perguruan tinggi swasta di Malang.",{}
133,timinfo_poltek@ubaya.ac.id,Politeknik Ubaya,Politeknik Swasta,https://campus.quipper.com/directory/politeknik-ubaya,Rp9.800.000 per semester,228,29,"{""website"": ""www.poltek.ubaya.ac.id"", ""email"": ""timinfo_poltek@ubaya.ac.id"", ""phone"": ""031 2981184""}","Politeknik Ubaya memiliki visi “the gateway to digital business professionalism” dan bertekad mewujudkan misinya untuk berperan aktif dalam memajukan masyarakat dunia usaha melalui pengembangan Tri Dharma secara berkesinambungan demi kesejahteraan umat manusia. Perkuliahan yang diselenggarakan pada setiap program lebih diutamakan unsur praktik, dengan komposisi 70% praktik dan 30% teori. Selain itu, mahasiswa juga diberikan bekal soft skills berupa pembentukan karakter, mental, etika, moral, dan akhlak.",{}
134,"polbangtangowa@pertanian.go.id, info@polbangtan-gowa.ac.id",Politeknik Pembangunan Pertanian Gowa,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-pembangunan-pertanian-gowa,Gratis,1589,38,"{""website"": ""www.polbangtan-gowa.ac.id"", ""email"": ""polbangtangowa@pertanian.go.id, info@polbangtan-gowa.ac.id"", ""phone"": ""(0411) 821 0117""}","Politeknik Pembangunan Pertanian (Polbangtan) Gowa merupakan perguruan tinggi di lingkungan Kementerian Pertanian yang menyelenggarakan pendidikan tinggi program vokasi dengan metode teaching factory dalam berbagai rumpun ilmu terapan yang bertujuan untuk mendukung pembangunan pertanian. Saat ini, Polbangtan Gowa menyediakan empat program studi yaitu D3 Budidaya Tanaman Hortikultura, D3 Budidaya Ternak, D4 Penyuluhan Pertanian Berkelanjutan, serta D4 Penyuluhan Peternakan dan Kesejahteraan Hewan. Jika Quipperian sangat tertarik di bidang pertanian atau peternakan, kampus ini dapat menjadi pilihan yang tepat bagi kalian!",{}
135,webmasterstip@dephub.go.id,Sekolah Tinggi Ilmu Pelayaran Jakarta,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-pelayaran-jakarta,Rp1.025.000-Rp9.300.000 per semester,1999,81,"{""website"": ""www.stipjakarta.ac.id"", ""email"": ""webmasterstip@dephub.go.id"", ""phone"": ""(021) 88991618""}","Sekolah Tinggi Ilmu Pelayaran (STIP) adalah institusi pendidikan tinggi negeri yang berada di bawah binaan Kementerian Perhubungan Republik Indonesia. Sekolah tinggi ini didirikan pada tahun 1953 dengan nama Akademi Ilmu Pelayaran. Sejarah dan tradisi panjang STIP menjadikan sekolah tinggi ini sebagai salah satu pilihan utama bagi mereka yang memiliki minat di industri maritim. Nah, jika Quipperian ingin menjadi profesional dalam industri maritim, kampus ini bisa jadi pilihan kamu!",{}
136,informasi@stikompoltek.ac.id,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komputer-poltek-cirebon,Rp6.000.000 per semester,342,43,"{""website"": ""www.stikompoltek.ac.id"", ""email"": ""informasi@stikompoltek.ac.id"", ""phone"": ""0231-486005, 081111112636""}","Sekolah Tinggi Ilmu Komputer Poltek Cirebon (STIKOM Poltek Cirebon) merupakan salah satu perguruan tinggi yang bergerak di bidang Teknologi Informasi (TI) dan terletak di wilayah Cirebon, tepatnya dalam koordinasi kopertis wilayah IV. STIKOM Poltek Cirebon memiliki visi dan misi dalam mewujudkan Sekolah Tinggi sebagai pusat pendidikan unggulan berbasis Information & Communication Technology (ICT) di tingkat nasional pada tahun 2025. Kampus ini berfokus untuk mencetak tenaga profesional yang mandiri dan mampu menerapkan keilmuan ICT di dunia kerja, melaksanakan penelitian berkualitas sesuai kebutuhan dan budaya masyarakat lokal dan nasional, melaksanakan pengabdian masyarakat yang berbasis pada pengembangan ilmu dan teknologi untuk peningkatan kesejahteraan masyarakat, serta menjalin kerjasama yang baik dengan lembaga pemerintah ataupun swasta di dalam maupun luar negeri.",{}
137,info@stikesbanisaleh.ac.id,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-bani-saleh,,653,41,"{""website"": ""stikesbanisaleh.ac.id"", ""email"": ""info@stikesbanisaleh.ac.id"", ""phone"": ""021-88345064""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Bani Saleh berdiri pada tanggal 4 Agustus 2007 di bawah naungan Yayasan Bani Saleh. Kampus ini telah menjalin kerjasama dengan berbagai kampus baik di dalam dan luar negeri, rumah sakit, rumah bersalin, rumah sakit kekhususan, klinik, dan Bidan Praktek Mandiri (BPM). Tingginya penyerapan lulusan STIKes Bani Saleh sebagai tenaga kesehatan profesional membuat kampus ini layak dijadikan rujukan untuk meneruskan studi. Berbekal motto “Islami, Profesional, dan Unggul”, STIKes Bani Saleh menjadi pilihan tepat untuk Quipperian yang ingin menjadi tenaga profesional di bidang kesehatan dengan lingkungan yang penuh nilai-nilai Islami.",{}
138,info@sampoernauniversity.ac.id,Sampoerna University,Universitas Swasta,https://campus.quipper.com/directory/sampoerna-university,Rp328.000.000-Rp616.000.000 sampai lulus,637,59,"{""website"": ""www.sampoernauniversity.ac.id"", ""email"": ""info@sampoernauniversity.ac.id"", ""phone"": ""(021) 50222234""}",Sampoerna University menawarkan program pendidikan tinggi dengan American-style dan telah bekerja sama dengan University of Arizona dalam bentuk Program Double Degree. Program ini memungkinkan mahasiswa memperoleh dua gelar baik dari Sampoerna University maupun University of Arizona.,{}
139,corcomm@atmajaya.ac.id,Universitas Katolik Indonesia Atma Jaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-katolik-indonesia-atma-jaya,Rp5.000.000-Rp15.000.000 per semester (Tergantung Program Studi),9484,454,"{""website"": ""www.atmajaya.ac.id"", ""email"": ""corcomm@atmajaya.ac.id"", ""phone"": ""081298988960""}","Universitas Katolik Indonesia Atma Jaya Unika Atma Jaya merupakan salah satu Perguruan Tinggi Swasta terbaik se-Indonesia. Unika Atma Jaya mendapatkan akreditasi A dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Salah satu prestasi yang telah diraih yaitu masuk dalam daftar 50 Promising Indonesian Universities dari Direktorat Jenderal Pendidikan Tinggi (Ditjen Dikti). Selain itu, Unika Atma Jaya merupakan salah satu dari 17 Perguruan Tinggi Indonesia Terbaik Peringkat Asia versi Quacquarelli Symonds (QS) Asia University Rankings 2018. Pada tahun 2020, kampus ini juga meraih bintang lima untuk kategori Online Learning Pemeringkatan yang dilakukan oleh lembaga peringkat dunia berbasis di London, Quacquarelli Symonds (QS) Stars. Kini, Unika Atma Jaya memiliki 3 lokasi yaitu Kampus 1 Semanggi, Kampus 2 Pluit dan Kampus 3 BSD.",{}
140,info@unmus.ac.id,Universitas Musamus (UNMUS),Universitas Negeri,https://campus.quipper.com/directory/universitas-musamus-unmus,,12147,342,"{""website"": ""www.unmus.ac.id"", ""email"": ""info@unmus.ac.id"", ""phone"": ""+0971325923""}","Universitas Musamus (UNMUS) didirikan pada tahun 2001 dengan nama Sekolah Tinggi Teknologi Merauke (STTM). Kemudian pada tahun 2006 terjadi perubahan status dari STTM menjadi Universitas Musamus Merauke (UNIMMER). Pada saat itu, status UNIMMER adalah Universitas Swasta.",{}
141,info.ptb@stin.ac.id,Sekolah Tinggi Intelijen Negara (STIN),Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-intelijen-negara,Gratis,300,35,"{""website"": ""www.stin.ac.id"", ""email"": ""info.ptb@stin.ac.id"", ""phone"": ""081223849840""}","Sekolah Tinggi Intelijen Negara (STIN) berdiri pada tahun 2003 dengan nama Institut Intelijen Negara (IIN). Namun, pada tahun 2004, tepatnya saat perkuliahan dimulai, IIN berubah nama menjadi STIN sampai saat ini. STIN menyediakan dua jenjang pendidikan yaitu sarjana dan magister terapan. FYI, sesuai Undang-Undang Nomor 17 Tahun 2011, alumni STIN menjadi sumber daya manusia utama untuk bekerja di Badan Intelijen Negara (BIN). Seru banget ya, Quipperian!",{}
142,humas-uki@uki.ac.id,Universitas Kristen Indonesia (UKI),Universitas Swasta,https://campus.quipper.com/directory/universitas-kristen-indonesia,Rp4.000.000 - Rp26.000.000 per semester,5761,360,"{""website"": ""www.uki.ac.id"", ""email"": ""humas-uki@uki.ac.id"", ""phone"": ""021\u20138092425, ext. 232""}","""Universitas Kristen Indonesia (UKI) diresmikan pada tahun 1953 dengan dua fakultas yaitu Fakultas Sastra dan Filsafat serta Fakultas Ekonomi. Kemudian, dalam perjalanan pengabdiannya, universitas ini mendirikan Fakultas Hukum (1956), Fakultas Kedokteran (1962), Fakultas Teknik (1963), dan Fakultas Ilmu Sosial dan Politik (1994).",{}
143,info@bsi.ac.id,Universitas BSI,Universitas Swasta,https://campus.quipper.com/directory/universitas-bsi,Rp4.000.000 kisaran per-semester,33648,1158,"{""website"": ""www.bsi.ac.id"", ""email"": ""info@bsi.ac.id"", ""phone"": ""021-8000063""}","Universitas Bina Sarana Informatika (UBSI) merupakan universitas yang memiliki visi menjadi universitas unggul di bidang ekonomi kreatif pada tahun 2033. UBSI menyediakan program pendidikan jenjang D3 dan S1 di 3 fakultas, yakni Fakultas Teknik & Informatika, Fakultas Ekonomi & Bisnis, dan Fakultas Komunikasi & Bahasa. Pilihan program studinya mencapai lebih dari 20 program studi, lho.",{}
144,humas@unitomo.ac.id,Universitas Dr Soetomo,Universitas Swasta,https://campus.quipper.com/directory/universitas-dr-soetomo,Rp3.600.000 per semester,8481,238,"{""website"": ""www.unitomo.ac.id"", ""email"": ""humas@unitomo.ac.id"", ""phone"": ""031-5925970""}","Universitas Dr. Soetomo (Unitomo) sudah berdiri sejak tahun 1981, lho Quipperian! Kampus ini terkenal dengan predikatnya sebagai kampus kebangsaan dan kerakyatan. Adapun, menurut survei yang dilakukan oleh 4icu.org, Universitas Dr. Soetomo menempati peringkat 194 universitas yang ada di Indonesia. Saat ini, Unitomo memiliki 9 fakultas dengan 27 program studi. Bagi kalian yang penasaran dengan universitas ini, yuk simak informasi berikut!",{}
145,staialhikmah@ymail.com,Sekolah Tinggi Agama Islam (STAI) Alhikmah Jakarta,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-agama-islam-stai-alhikmah-jakarta,Rp3.000.000 - Rp3.500.000 per semester,766,31,"{""website"": ""www.alhikmahjkt.ac.id"", ""email"": ""staialhikmah@ymail.com"", ""phone"": ""(021)7890521""}","Sekolah Tinggi Agama Islam (STAI) Alhikmah didirikan pada tahun 1984 dengan jumlah mahasiswa pertama sebanyak 20 orang. Tujuan dari pendirian perguruan tinggi ini adalah untuk mencetak sarjana-sarjana muslim yang berakhlak mulia, berilmu, cakap, mandiri, dan melayani masyarakat. Saat ini, STAI Alhikmah menyediakan 6 program studi yang terbagi menjadi 2 jenjang pendidikan yaitu sarjana (S1 Pendidikan Agama Islam, S1 Pendidikan Guru Madrasah Ibtidaiyah, S1 Pendidikan Islam Anak Usia Dini, dan S1 Psikologi Islam) dan pascasarjana (S2 Manajemen Pendidikan Islam dan S2 Pendidikan Agama Islam).",{}
146,stiksc@stik-sintcarolus.ac.id,Sekolah Tinggi Ilmu Kesehatan Sint Carolus,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-sint-carolus,Rp9.900.000 - Rp22.500.000 per semester,525,37,"{""website"": ""www.stik-sintcarolus.ac.id"", ""email"": ""stiksc@stik-sintcarolus.ac.id"", ""phone"": ""021-3904441""}","Sekolah Tinggi Ilmu Kesehatan Sint Carolus adalah salah satu sekolah tinggi di bidang kesehatan tertua yang ada di Indonesia. Resmi berdiri sejak 1962 di bawah naungan Yayasan Pendidikan Kesehatan Carolus Jakarta, sekolah tinggi ini berfokus menyediakan pendidikan ilmu keperawatan, kebidanan, dan gizi. Kampus ini memiliki jaringan kerja sama yang luas, lulusannya banyak diserap menjadi tenaga kesehatan di rumah sakit besar di Indonesia, seperti RS Sint Carolus, RS Persahabatan, RS Pondok Indah, RS Eka Hospital, dan masih banyak lagi. Bukan hanya di Indonesia, alumni STIK Sint Carolus pun banyak yang bekerja di luar negeri seperti Jepang, Belanda, sampai United Arab Emirates, lho. Tertarik mendaftar di kampus ini? Cek dulu profil lengkapnya, yuk!",{}
147,daftar@usahid.ac.id,Universitas Sahid,Universitas Swasta,https://campus.quipper.com/directory/universitas-sahid,Rp4.850.000 - Rp10.600.000 per semester,4148,127,"{""website"": ""www.usahid.ac.id"", ""email"": ""daftar@usahid.ac.id"", ""phone"": ""(021)83785303/304, (021)8312813/15 ext 104""}","Universitas Sahid (Usahid) merupakan perguruan tinggi yang didirikan pada 14 Maret 1988. Usahid menyelenggarakan berbagai jenjang pendidikan mulai dari diploma hingga profesi. Adapun program studi yang disediakan antara lain D3 Broadcasting (Humas), S1 Manajemen, S1 Teknik Lingkungan, S1 Gizi, dan S3 Ilmu Komunikasi. Silakan simak informasi berikut, untuk mengetahui lebih banyak hal terkait kampus ini!",{}
148,humas@umm.ac.id,Universitas Muhammadiyah Malang,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-malang,Rp5.300.000 per semester,7500,812,"{""website"": ""umm.ac.id"", ""email"": ""humas@umm.ac.id"", ""phone"": ""0341-464318""}","Universitas Muhammadiyah Malang (UMM) merupakan perguruan tinggi swasta  yang didirikan tahun 1964 dan berada di bawah naungan Persyarikatan Muhammadiyah. Saat ini, UMM memiliki 62 program studi dalam beberapa jenjang pendidikan (vokasi, sarjana, magister, doktor, dan profesi).",{}
149,admin@stikespantiwaluya.ac.id,STIKes Panti Waluya Malang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-panti-waluya-malang,Rp5.800.000 - Rp8.050.000 per semester,246,29,"{""website"": ""www.stikespantiwaluya.ac.id"", ""email"": ""admin@stikespantiwaluya.ac.id"", ""phone"": ""0341-369003""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Panti Waluya Malang dinaungi oleh Yayasan Pendidikan Misericordia. Kampus ini mengalami beberapa kali perubahan bentuk mulai dari Djuru Kesehatan (1955), Sekolah Perawat Kesehatan (1980), Akademi Perawat Panti Waluya Malang (1997), dan pada tahun 2018 menjadi STIKes Panti Waluya Malang.",{}
150,rektorat@usn.ac.id,Universitas Sembilanbelas November Kolaka (USN Kolaka),Universitas Negeri,https://campus.quipper.com/directory/universitas-sembilanbelas-november-kolaka-usn-kolaka,,6657,307,"{""website"": ""www.usn.ac.id"", ""email"": ""rektorat@usn.ac.id"", ""phone"": ""(0405) 2321132""}","Dalam sejarah perkembangannya, Universitas Sembilanbelas November (USN) Kolaka pada mulanya bernama Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) 19 November Kolaka dan didirikan pada tahun 1984. Perguruan tinggi ini dikelola Yayasan Pembangunan Pendidikan Indonesia Kolaka (YAPPIKA). Kemudian pada tahun 2005, STKIP alih bentuk menjadi USN Kolaka. Saat ini, USN Kolaka memiliki 30 program studi yang terbagi menjadi enam fakultas.",{}
151,info@podomorouniversity.ac.id,Universitas Agung Podomoro,Universitas Swasta,https://campus.quipper.com/directory/universitas-podomoro,Rp9.500.000 - Rp18.500.000 per semester,965,61,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",Universitas Agung Podomoro didirikan pada tahun 2014 oleh Yayasan Pendidikan Agung Podomoro. Universitas yang meraih akreditasi Baik Sekali ini punya delapan program studi berbasis pengetahuan umum serta memberikan pengalaman kerja langsung di industri.,{}
152,info@iainkediri.ac.id,Institut Agama Islam Negeri Kediri (IAIN Kediri),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-kediri-iain-kediri,Rp0 - Rp3.000.000 per semester,14970,307,"{""website"": ""www.iainkediri.ac.id"", ""email"": ""info@iainkediri.ac.id"", ""phone"": ""+0354689282""}","Cikal bakal berdirinya Institut Agama Islam Negeri (IAIN) Kediri adalah Fakultas Ushuluddin IAIN Sunan Ampel. Fakultas Ushuluddin melepaskan diri dari IAIN Sunan Ampel dan menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) Kediri di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Kediri secara resmi bertransformasi menjadi IAIN Kediri dengan tujuan untuk memperluas rumpun Ilmu Agama Islam dan memenuhi tuntutan perkembangan masyarakat. Saat ini, IAIN Kediri memiliki empat fakultas yaitu Fakultas Ushuluddin dan Dakwah, Fakultas Tarbiyah, Fakultas Syariah, serta Fakultas Ekonomi dan Bisnis Islam.",{}
153,info@unima.ac.id,Universitas Negeri Manado,Universitas Negeri,https://campus.quipper.com/directory/universitas-negeri-manado,Rp500.000-Rp10.000.000 per semester,17000,300,"{""website"": ""www.unima.ac.id"", ""email"": ""info@unima.ac.id"", ""phone"": ""0432-1321845""}","Universitas Negeri Manado adalah salah satu perguruan tinggi favorit di wilayah Sulawesi Utara. Kampus yang biasa disebut dengan UNIMA ini pertama kali didirikan pada tahun 1955 sebagai Perguruan Tinggi Pendidikan Guru, lalu mengalami perubahan bentuk menjadi Institut Keguruan dan Ilmu Pendidikan (IKIP) Negeri Manado di tahun 1965 dan resmi bertransformasi menjadi Universitas Negeri Manado di tahun 2000. Makanya, nggak heran kalau kampus ini terkenal dengan jurusan-jurusan di bidang pendidikan. FYI, UNIMA memiliki lebih dari 30 program studi kependidikan jenjang sarjana dan pascasarjana lho. Bukan hanya ilmu pendidikan saja, kampus ini juga menyediakan program studi di bidang lainnya seperti teknik, hukum, ekonomi dan bisnis, psikologi, kesehatan, bahasa dan seni, serta kesehatan masyarakat.",{}
154,email@unikama.ac.id,Universitas PGRI Kanjuruhan Malang,Universitas Swasta,https://campus.quipper.com/directory/universitas-pgri-kanjuruhan-malang,Rp3.400.000 per semester,4003,216,"{""website"": ""www.unikama.ac.id"", ""email"": ""email@unikama.ac.id"", ""phone"": ""(+62341) 801488""}","Universitas PGRI Kanjuruhan Malang atau UNIKAMA adalah pengembangan dari Institut Keguruan dan Ilmu Pendidikan Persatuan Guru Republik Indonesia (IKIP PGRI) Malang dan Sekolah Tinggi Bahasa Asing (STIBA) Kanjuruhan Malang. Perguruan tinggi ini bernaung di bawah Perkumpulan Pembina Lembaga Pendidikan Perguruan Tinggi Persatuan Guru Republik Indonesia yang disingkat PPLP PT PGRI Malang. Saat ini, UNIKAMA memiliki enam fakultas yaitu Fakultas Ilmu Pendidikan (FIP), Fakultas Sains & Teknologi (FST), Fakultas Ekonomika dan Bisnis (FEB), Fakultas Hukum (FH), Fakultas Bahasa dan Sastra (FBS), dan Fakultas Peternakan (F.Pet). Selain itu, universitas ini juga menyelenggarakan Program Pascasarjana dan Program Pendidikan Profesi Guru.",{}
155,info@setiabudi.ac.id,Universitas Setia Budi Surakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-setia-budi-surakarta,Rp8.000.000 per semester,3131,125,"{""website"": ""www.setiabudi.ac.id"", ""email"": ""info@setiabudi.ac.id"", ""phone"": ""0271-852518""}","Cikal bakal Universitas Setia Budi (USB) adalah Akademi Analis Kesehatan yang didirikan pada tahun 1983. Kemudian, akademi tersebut bergabung dengan akademi lain seperti Akademi Teknik Kimia, Akademi Teknik Gigi, dan Akademi Farmasi yang juga berada di bawah Yayasan Pendidikan Setia Budi pada tanggal 11 November 1997 dan resmi bertransformasi menjadi Universitas Setia Budi.",{}
156,info@unwiku.ac.id,Universitas Wijaya Kusuma Purwokerto,Universitas Swasta,https://campus.quipper.com/directory/universitas-wijaya-kusuma-purwokerto,Rp3.000.000 per semester,5854,116,"{""website"": ""https://unwiku.ac.id/"", ""email"": ""info@unwiku.ac.id"", ""phone"": ""0281-6439889""}","Universitas Wijayakusuma Purwokerto atau dikenal dengan sebutan Unwiku merupakan salah satu Perguruan Tinggi Swasta favorit yang ada di Kota Purwokerto. Unwiku dibangun oleh Yayasan Wijayakusuma pada tahun 1980 yang mempunyai visi untuk menjadikan Unwiku sebagai enterpreneur university yang menghasilkan lulusan yang kompetitif dan mandiri serta berjiwa Pancasila. Oleh karena itu, bagi Quipperian yang ingin menjadi pengusaha selepas kuliah nanti, Unwiku bisa menjadi pilihan yang tepat.",{}
157,ppmb@raharja.info,Universitas Raharja,Universitas Swasta,https://campus.quipper.com/directory/universitas-raharja,Rp6.050.000 per Semester,2499,484,"{""website"": ""www.raharja.ac.id"", ""email"": ""ppmb@raharja.info"", ""phone"": ""021 - 5529692, 5529586, 08159146745""}","Pada tahun 1994, Yayasan Nusantara mendirikan Lembaga Pendidikan dan Pelatihan Komputer (LPPK) Raharja yang diresmikan oleh Walikota Tangerang saat itu, Drs.H.Djakaria Machmud. Lembaga ini mempelopori penggunaan operating system Windows beserta aplikasinya di wilayah Tangerang dan sekitarnya.",{}
158,humas@hayamwuruk.ac.id,Universitas Hayam Wuruk Perbanas,Universitas Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-perbanas-surabaya,Rp7.300.000-Rp10.500.000 per semester,1842,108,"{""website"": ""www.perbanas.ac.id"", ""email"": ""humas@hayamwuruk.ac.id"", ""phone"": ""031-5947151, 031-5947152""}","Tahukah Quipperian kalau Universitas Hayam Wuruk (UHW) Perbanas merupakan bentuk pengembangan dari Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya? Setelah menyelenggarakan pendidikan ekonomi selama 36 tahun sejak 1985, STIE Perbanas Surabaya resmi bertransformasi menjadi Universitas Hayam Wuruk Perbanas di tahun 2021. Setelah berubah menjadi universitas, kampus ini mulai menambahkan program studi di luar bidang ekonomi, seperti Informatika, Sistem Informasi, dan Desain Komunikasi Visual.",{}
