quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
38,INSTITUT AGAMA KRISTEN NEGERI TARUTUNG,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-kristen-negeri-tarutung,Rp1.000.000-Rp6.000.000 per semester,4054.0,150.0,"{""website"": ""www.iakntarutung.ac.id"", ""email"": ""mail@iakntarutung.ac.id"", ""phone"": ""0633-21423, 0633-322060""}","Cikal bakal kampus ini adalah Sekolah Pendidikan Guru Agama Atas Kristen/Protestan  yang berdiri sekitar tahun 1968 di Sigompulon, Tarutung dan diprakarsai oleh sekelompok umat Kristiani yang bekerja sama dengan pemerintah setempat. Sekitar tahun 1970, pengelolaan Sekolah PGAKP diserahkan kepada pemerintah dan statusnya berubah dari swasta menjadi negeri. Berselang beberapa tahun kemudian tepatnya di tahun 1999, kampus ini mengalami perubahan bentuk menjadi Sekolah Tinggi Agama Kristen Protestan Negeri  Tarutung.",{}
39,POLITEKNIK MANUFAKTUR BANDUNG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-manufaktur-bandung,Rp500.000 - Rp9.000.000 per semester,1205.0,94.0,"{""website"": ""www.polman-bandung.ac.id"", ""email"": ""infopmb@polman-bandung.ac.id"", ""phone"": ""022-2500241""}","Politeknik Manufaktur Bandung atau yang dikenal dengan nama Polman Bandung merupakan salah satu perguruan tinggi negeri vokasi dan politeknik negeri pertama di Indonesia. Saat awal berdiri, politeknik ini bernama Politeknik Mekanik Swiss . Pendirian PMS-ITB di tahun 1976 merupakan salah satu hasil perjanjian kerja sama antara Pemerintah Republik Indonesia dengan Pemerintah Konfederasi Swiss. Program studi yang pertama kali dibuka di kampus ini adalah Teknik Pembuatan Perkakas Presisi, Teknik Pemeliharaan Mesin, dan Teknik Gambar.",{}
41,SEKOLAH TINGGI PARIWISATA BOGOR,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-bogor,Rp9.250.000-Rp10.750.000 per semester,395.0,35.0,"{""website"": ""www.stpbogor.ac.id"", ""email"": ""marketing@stpbogor.ac.id\u200b"", ""phone"": ""0251-7534343""}","Sekolah Tinggi Pariwisata Bogor  merupakan sekolah pariwisata pertama di Bogor yang didirikan pada tanggal 11 November 1999. Sebelumnya, kampus ini dikenal sebagai Bogor Hotel Institute .",{}
42,UNIVERSITAS NEGERI MANADO,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-manado,Rp500.000-Rp10.000.000 per semester,17000.0,300.0,"{""website"": ""www.unima.ac.id"", ""email"": ""info@unima.ac.id"", ""phone"": ""0432-1321845""}","Universitas Negeri Manado adalah salah satu perguruan tinggi favorit di wilayah Sulawesi Utara. Kampus yang biasa disebut dengan UNIMA ini pertama kali didirikan pada tahun 1955 sebagai Perguruan Tinggi Pendidikan Guru, lalu mengalami perubahan bentuk menjadi Institut Keguruan dan Ilmu Pendidikan  Negeri Manado di tahun 1965 dan resmi bertransformasi menjadi Universitas Negeri Manado di tahun 2000. Makanya, nggak heran kalau kampus ini terkenal dengan jurusan-jurusan di bidang pendidikan. FYI, UNIMA memiliki lebih dari 30 program studi kependidikan jenjang sarjana dan pascasarjana lho. Bukan hanya ilmu pendidikan saja, kampus ini juga menyediakan program studi di bidang lainnya seperti teknik, hukum, ekonomi dan bisnis, psikologi, kesehatan, bahasa dan seni, serta kesehatan masyarakat.",{}
43,UNIVERSITAS AGUNG PODOMORO,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-podomoro,Rp9.500.000 - Rp18.500.000 per semester,965.0,61.0,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",Universitas Agung Podomoro didirikan pada tahun 2014 oleh Yayasan Pendidikan Agung Podomoro. Universitas yang meraih akreditasi Baik Sekali ini punya delapan program studi berbasis pengetahuan umum serta memberikan pengalaman kerja langsung di industri.,{}
45,UNIVERSITAS INDONESIA MAJU,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-indonesia-maju,Rp6.000.000 per semester,2971.0,175.0,"{""website"": ""www.uima.ac.id"", ""email"": ""uima@uima.ac.id"", ""phone"": ""021-78894043""}","Universitas Indonesia Maju adalah perguruan tinggi swasta yang terbentuk dari penggabungan sekolah tinggi yang berada di bawah naungan Yayasan Indonesia Maju, yakni Sekolah Tinggi Ilmu Kesehatan Indonesia Maju  dan Sekolah Tinggi Ilmu Komunikasi Indonesia Maju . Sejak penyelenggaraan pendidikan dalam bentuk universitas disetujui oleh Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi pada tanggal 17 Januari 2022, kedua sekolah tinggi tersebut berubah menjadi Fakultas Kesehatan dan Fakultas Ilmu Komunikasi di Universitas Indonesia Maju.",{}
46,SEKOLAH TINGGI PERPAJAKAN INDONESIA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-perpajakan-indonesia,Rp3.000.000 - Rp7.500.000 per semester,864.0,25.0,"{""website"": ""www.stpi-pajak.ac.id"", ""email"": ""info@stpi-pajak.ac.id"", ""phone"": "" 8513390 /  85908938""}","Sekolah Tinggi Perpajakan Indonesia  merupakan satu-satunya sekolah tinggi perpajakan di Indonesia yang didirikan dan diasuh oleh para pejabat Direktorat Jenderal Pajak , pejabat Departemen Keuangan, dan para konsultan pajak ternama. Saat ini, STPI menyediakan satu program studi yaitu D4 Perpajakan yang telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi . Nantinya para lulusan akan mendapatkan gelar Sarjana Terapan Pajak .",{}
47,UNIVERSITAS YATSI MADANI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-yatsi-madani,Rp5.000.000 per semester,1200.0,75.0,"{""website"": ""www.uym.ac.id"", ""email"": ""admin@uym.ac.id"", ""phone"": ""0812-8528-6889""}","Sejak tahun 2006, yayasan dan pengelola STIKes Yatsi Tangerang tergerak untuk mengelola pendidikan di bidang kesehatan yang kompeten namun dengan biaya yang terjangkau. Perkembangan kampus pun berjalan dengan baik hingga pada tahun 2016, STIKes Yatsi mendirikan gedung baru yang dapat menampung sampai 2500 mahasiswa.",{}
48,UNIVERSITAS WIJAYA KUSUMA PURWOKERTO,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-wijaya-kusuma-purwokerto,Rp3.000.000 per semester,5854.0,116.0,"{""website"": ""https://unwiku.ac.id/"", ""email"": ""info@unwiku.ac.id"", ""phone"": ""0281-6439889""}","Universitas Wijayakusuma Purwokerto atau dikenal dengan sebutan Unwiku merupakan salah satu Perguruan Tinggi Swasta favorit yang ada di Kota Purwokerto. Unwiku dibangun oleh Yayasan Wijayakusuma pada tahun 1980 yang mempunyai visi untuk menjadikan Unwiku sebagai enterpreneur university yang menghasilkan lulusan yang kompetitif dan mandiri serta berjiwa Pancasila. Oleh karena itu, bagi Quipperian yang ingin menjadi pengusaha selepas kuliah nanti, Unwiku bisa menjadi pilihan yang tepat.",{}
49,SEKOLAH TINGGI ILMU ADMINISTRASI & MANAJEMEN KEPELABUHAN  BARUNAWATI SURABAYA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-administrasi-manajemen-kepelabuhan-stiamak-barunawati-surabaya,Rp700.000 - Rp850.000 per bulan,548.0,15.0,"{""website"": ""www.stiamak.ac.id"", ""email"": ""info@stiamak.ac.id"", ""phone"": ""31- 3291096""}","Sekolah Tinggi Ilmu Administrasi & Manajemen Kepelabuhan  Barunawati Surabaya diberikan izin untuk beroperasi pada tahun 2004 dengan membuka beberapa program studi yakni D3 Administrasi Niaga, D3 Ketatalaksanaan Pelayaran Niaga dan Kepelabuhan, serta S1 Administrasi Niaga. Namun saat ini, STIAMAK Barunawati Surabaya hanya menyediakan satu program studi yaitu S1 Ilmu Administrasi Bisnis dan telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi .",{}
50,SEKOLAH TINGGI ILMU EKONOMI BHAKTI PEMBANGUNAN  JAKARTA,LAINNYA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-bhakti-pembangunan-jakarta,Rp1.485.000 - Rp3.960.000 per semester,1150.0,44.0,"{""website"": ""www.stiebp.ac.id"", ""email"": null, ""phone"": ""0217362445""}","Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan  telah berdiri sejak tahun 1988 dan meraih akreditasi B dari Badan Akreditasi Nasional Perguruan Tinggi . Saat ini, STIEBP menyediakan 5 program studi yang seluruhnya juga telah terakreditasi B oleh BAN-PT. Adapun 5 program studi tersebut terbagi menjadi 3 jenjang pendidikan yaitu 2 program sarjana , 1 program magister , dan 2 program diploma .",{}
51,INSTITUT ILMU AL-QUR'AN  JAKARTA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-ilmu-al-qur-an-iiq-jakarta,Rp3.200.000 per semester,2641.0,79.0,"{""website"": ""www.iiq.ac.id"", ""email"": ""iiq@iiq.ac.id"", ""phone"": ""+622174705154""}","Institut Ilmu Al-Qur’an  Jakarta berdiri pada tanggal 12 Rabiul Awwal 1397 H/ 1 April 1977 M dibawah naungan Yayasan Affan . Pada mulanya, Institut Ilmu Al-Qur’an  Jakarta hanya membuka program magister khusus wanita, tetapi saat ini IIQ telah menyediakan program sarjana , magister, dan doktor.",{}
52,UNIVERSITAS KRISTEN PETRA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-kristen-petra,Rp6.000.000 - Rp22.000.000 per semester,7260.0,348.0,"{""website"": ""www.petra.ac.id"", ""email"": ""info@petra.ac.id"", ""phone"": ""031-8439040""}","Quipperian, Universitas Kristen Petra  merupakan salah satu kampus swasta terbaik di Indonesia dan telah mendapatkan akreditasi dari Badan Akreditasi Nasional  dengan nilai A. Kampus yang bertempat di Kota Surabaya ini memiliki delapan fakultas yang terdiri dari berbagai bidang keilmuan, mulai dari teknik, ekonomi, keguruan, hingga bidang seni. Tentunya ini akan memberi banyak pilihan bagi Quipperian yang ingin melanjutkan pendidikannya di universitas ini.",{}
53,INSTITUT PENDIDIKAN DAN BAHASA INVADA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-pendidikan-dan-bahasa-invada-ipb-cirebon,Rp3.000.000-Rp4.000.000 per semester,1548.0,43.0,"{""website"": ""www.ipbcirebon.ac.id"", ""email"": ""ipbcirebon.invada@gmail.com"", ""phone"": ""083824408999, 089644481187""}","Institut Pendidikan dan Bahasa Invada  resmi didirikan pada tanggal 7 Desember 2021 di bawah Yayasan Invada sebagai bentuk gabungan dari Sekolah Tinggi Ilmu Bahasa Asing dan Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada. Perubahan status menjadi institut diharapkan dapat meningkatkan mutu dan kualitas pendidikan. Hal ini diwujudkan melalui visi dan misi IPB Cirebon yakni menyelenggarakan program pendidikan, penelitian dan pengabdian kepada masyarakat yang mendukung pengembangan dan penerapan bahasa, teknologi, dan ilmu pengetahuan, meningkatkan kualitas proses pembelajaran dan suasana akademik yang kondusif, serta meningkatkan kerjasama dengan pihak lain baik di dalam dan luar negeri secara multidisipliner.",{}
54,INSTITUT ILMU KESEHATAN STRADA INDONESIA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-ilmu-kesehatan-strada-indonesia,Rp3.000.000-Rp9.000.000 per semester,1341.0,116.0,"{""website"": ""https://iik-strada.ac.id/"", ""email"": ""official@iik-strada.ac.id"", ""phone"": ""08113500876""}","Kampus yang awalnya bernama STIkes Surya Mitra Husada ini mengalami perubahan bentuk menjadi Institut Ilmu Kesehatan  STRADA Indonesia di tahun 2019. IIK STRADA Indonesia berusaha mempersiapkan mahasiswa agar menjadi lulusan yang handal dan profesional di dunia kerja dengan menerapkan 4G: Good Competence, Good English, Good Personality and Mentality, Good Placement and Preparation.",{}
55,SEKOLAH TINGGI ILMU KESEHATAN PERTAMEDIKA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-pertamina-bina-medika,Rp6.000.000 per semester,1005.0,48.0,"{""website"": ""www.stikes-pertamedika.ac.id"", ""email"": ""support@stikes-pertamedika.ac.id"", ""phone"": ""021-7234122, 7207184""}","Para pimpinan Pertamina adalah inisiator dibalik pendirian Sekolah Tinggi Ilmu Kesehatan Pertamina Bina Medika . Para mahasiswa ditempa agar memiliki jiwa Pancasila, siap kerja dan mahir menerapkan ilmu pengetahuan di bidang kesehatan. STIKes Pertamedika aktif melakukan serangkaian kegiatan di bidang kesehatan, seperti penelitian ilmiah, memperluas jangkauan pelayanan kesehatan, dan pengiriman tenaga kesehatan profesional di berbagai lokasi yang membutuhkan bantuan.",{}
56,SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH JAKARTA,LAINNYA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-muhammadiyah-jakarta,Rp4.260.000 - Rp7.500.000 per semester,796.0,37.0,"{""website"": ""www.stiemj.ac.id"", ""email"": ""info@stiemj.ac.id"", ""phone"": "" 8354683""}","Cikal bakal Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta  adalah Akademi Akuntansi Muhammadiyah  Jakarta. Pada tahun 1996, barulah akademi tersebut dikembangkan menjadi sekolah tinggi. Saat ini, STIEMJ sudah memiliki 4  program studi yaitu D3 Akuntansi, S1 Akuntansi, S1 Manajemen, dan Magister Manajemen.",{}
57,STIKES YAYASAN RS DR. SOETOMO,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/stikes-yayasan-rs-dr-soetomo,Rp5.500.000-Rp6.500.000 per semester,429.0,24.0,"{""website"": ""www.stikes-yrsds.ac.id"", ""email"": ""humas@stikes-yrsds.ac.id"", ""phone"": ""031-59181757""}","Sekolah Tinggi Ilmu Kesehatan Yayasan RSUD Dr. Soetomo  Surabaya adalah perguruan tinggi swasta yang berada di bawah naungan Yayasan RSUD Dr. Soetomo Surabaya. Pada awal didirikan, kampus ini bernama Akademi Perekam Medis dan Informatika Kesehatan  PENA HUSADA SURABAYA. Seiring berkembangnya waktu, APIKES berubah menjadi STIKES dan saat ini memiliki dua jenjang pendidikan yaitu program diploma dan sarjana.",{}
58,UNIVERSITAS JAYABAYA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-jayabaya,Rp10.175.000 - Rp10.775.000 per semester.,4407.0,192.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""021-4700892""}","Universitas Jayabaya adalah salah satu universitas swasta tertua di Indonesia, tepatnya didirikan pada tahun 1958 oleh Yayasan Jayabaya. Selama lebih dari 50 tahun kiprahnya dalam dunia pendidikan tinggi di Indonesia, Universitas Jayabaya telah menghasilkan lebih dari 58.500 orang lulusan berkualitas. Quipperian tertarik menjadi mahasiswa Universitas Jayabaya? Baca lebih lanjut ya.",{}
59,UNIVERSITAS PGRI ADI BUANA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-pgri-adi-buana-unipa-surabaya,Rp6.350.000 - Rp8.100.000 per semester,8175.0,363.0,"{""website"": ""www.unipasby.ac.id"", ""email"": ""admin@unipasby.ac.id"", ""phone"": ""031-8281181""}","Universitas PGRI Adi Buana Surabaya merupakan perguruan tinggi swasta yang didirikan pada tahun 1998 dan berada di bawah naungan Yayasan Pembina Lembaga Pendidikan Perguruan Tinggi IKIP PGRI Surabaya . Awalnya, pada tahun 1971 terdapat perguruan tinggi bernama Institut Keguruan dan Ilmu Pendidikan  Sarmidi Mangunsarkoro lalu berubah menjadi IKIP PGRI Surabaya di tahun 1985. Kemudian pada tahun 1998, IKIP PGRI Surabaya menggabungkan diri dengan Sekolah Tinggi Teknik Adi Buana Surabaya  dan menjadi Universitas PGRI Adi Buana Surabaya yang kita kenal saat ini.",{}
60,UNIVERSITAS IBN KHALDUN BOGOR,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-ibn-khaldun-bogor,Rata-rata 6.000.000 per semester,7910.0,285.0,"{""website"": ""https://uika-bogor.ac.id/"", ""email"": ""humas@uika-bogor.ac.id"", ""phone"": ""0251-8356884""}","Universitas Ibn Khaldun  Bogor merupakan kampus Islam yang didirikan oleh para tokoh bangsa dan alim ulama, dan berdiri sejak 1961 di bawah naungan Yayasan Pendidikan Islam Ibn Khaldun Bogor. Sejak awal berdiri, UIKA Bogor telah banyak melahirkan lulusan yang berhasil serta turut berperan membangun bangsa dan negara di berbagai bidang, baik pada skala lokal, nasional, maupun Internasional.",{}
61,UNIVERSITAS PELITA BANGSA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-pelita-bangsa,Rp350.000 - Rp700.000 per bulan,13315.0,355.0,"{""website"": ""www.pelitabangsa.ac.id"", ""email"": ""mail@pelitabangsa.ac.id"", ""phone"": ""02128518181""}","Universitas Pelita Bangsa  merupakan perguruan tinggi hasil perubahan bentuk dari penggabungan antara Sekolah Tinggi Ilmu Ekonomi  dan Sekolah Tinggi Teknik  pada tahun 2019. UPB memiliki motto MEGAH yakni Moral tinggi, Entrepreneur, Gigih dalam berkarya, Ahli di bidangnya, dan Harapan bangsa. Saat ini UPB menyediakan tiga jenjang pendidikan dan empat fakultas.",{}
62,UNIVERSITAS NASIONAL,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-nasional,Rp8.000.000 per semester,12229.0,410.0,"{""website"": ""www.unas.ac.id"", ""email"": ""info@unas.ac.id"", ""phone"": ""021-7806700""}","Quipperian, Universitas Nasional atau yang lebih dikenal dengan nama UNAS merupakan salah satu universitas swasta tertua di Jakarta dan tertua kedua di Indonesia yang berdiri sejak tahun 1949. Dulunya, universitas ini ditujukan untuk menampung lulusan SLTA di Jakarta yang tidak mau melanjutkan studinya di Universitas Van Indonesia milik Pemerintah Kolonial Belanda. DI tengah revolusi perjuangan kemerdekaan, UNAS menjadi benteng terdepan perjuangan rakyat Indonesia di Jakarta hingga berhasil dianugerahkan gelar sebagai ""Universitas Perjuangan"" oleh Presiden Pertama RI, Bapak Ir. Soekarno.",{}
64,SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-sint-carolus,Rp9.900.000 - Rp22.500.000 per semester,525.0,37.0,"{""website"": ""www.stik-sintcarolus.ac.id"", ""email"": ""stiksc@stik-sintcarolus.ac.id"", ""phone"": ""021-3904441""}","Sekolah Tinggi Ilmu Kesehatan Sint Carolus adalah salah satu sekolah tinggi di bidang kesehatan tertua yang ada di Indonesia. Resmi berdiri sejak 1962 di bawah naungan Yayasan Pendidikan Kesehatan Carolus Jakarta, sekolah tinggi ini berfokus menyediakan pendidikan ilmu keperawatan, kebidanan, dan gizi. Kampus ini memiliki jaringan kerja sama yang luas, lulusannya banyak diserap menjadi tenaga kesehatan di rumah sakit besar di Indonesia, seperti RS Sint Carolus, RS Persahabatan, RS Pondok Indah, RS Eka Hospital, dan masih banyak lagi. Bukan hanya di Indonesia, alumni STIK Sint Carolus pun banyak yang bekerja di luar negeri seperti Jepang, Belanda, sampai United Arab Emirates, lho. Tertarik mendaftar di kampus ini? Cek dulu profil lengkapnya, yuk!",{}
65,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,INSTITUT SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-kesatuan,Rp6.000.000 - Rp10.000.000 kisaran per-semester,3106.0,114.0,"{""website"": ""www.ibik.ac.id"", ""email"": ""info@ibik.ac.id"", ""phone"": ""0251-8337733, \u200e0855-8239-348""}","Sebelum resmi berdiri dengan nama Institut Bisnis dan Informatika Kesatuan, kampus ini telah beberapa kali mengalami perubahan bentuk. Awalnya, Yayasan Kesatuan mendirikan Akademi Manajemen Kesatuan  di tahun 1974. Berangkat dari keberhasilan AMK, Yayasan Kesatuan memutuskan untuk mendirikan lembaga pendidikan setingkat sarjana di tahun 1996, yaitu Sekolah Tinggi Ilmu Ekonomi  Kesatuan. Pada tahun 2009, AMK disatukan di bawah naungan STIE Kesatuan. Sepuluh tahun kemudian tepatnya di tahun 2019, STIE Kesatuan bertransformasi menjadi Institut Bisnis dan Informatika Kesatuan .",{}
